,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
25024,2017-11-01,23:52:43,venkatesanragav,@SouthwestAir Thanks to the miracle of T-shirt and foams the instrument was unaffected. I won’t be finling a report.,0.7717,0.0,0.0,1.0,0.0,thanks miracle tshirt foams instrument unaffected will not finling report,,3
25026,2017-11-01,23:51:39,larriane18,I know it's been a long day for these @SouthwestAir employees but it makes me smile to hear them speak happily through the PA announcements,0.8462,0.0,0.0,1.0,0.0,know long day employees makes smile hear speak happily pa announcements,,3
25032,2017-11-01,23:41:44,dochubler,@MikeMaughan @SouthwestAir Safe travels and enjoy the game.,0.7269,0.0,0.0,1.0,0.0,safe travels enjoy game,,0
25038,2017-11-01,23:37:42,Disneygal99,"Hey @SouthwestAir, really appreciated that free in flight drink on Halloween ",0.7996,0.0,0.0,1.0,0.0,hey really appreciated free flight drink halloween,,1
25039,2017-11-01,23:36:50,BWIPartner,Karen Price Ward discusses the @SouthwestAir initiatives to help minority/women-owned businesses and @GBCorg award winners achieve success,0.9186,0.0,0.0,1.0,0.0,karen price ward discusses initiatives help minoritywomenowned businesses award winners achieve success,,3
25046,2017-11-01,23:25:45,BrianJeffs4,@EricRoberts @SouthwestAir @keatonsimons @PatMcGee @jasonadamo @PatWalkerTravel Twitter party tonight Eric please come 7-8 Pacific time #WomenKickAss #WomenKickAss it would a honor to have you,0.802,0.0,0.0,1.0,0.0,twitter party tonight eric please come pacific time #womenkickass #womenkickass would honor,"['#womenkickass', '#womenkickass']",4
25048,2017-11-01,23:23:33,Hammonds2Amanda,"@SouthwestAir AND, Just scored a $49 tix  from The Keys (FLL) after the new year! ️ makes the clean up easier!  Thx!!!",0.8469,0.0,0.0,1.0,0.0,scored tix keys fll new year makes clean easier thx,,4
25049,2017-11-01,23:22:39,VBinNV,@SouthwestAir Thanks for your kind treatment of my mother (and me) on our trip from RDU to DAL. Your wheelchair pushers are terrific.,0.8555,0.0,0.0,1.0,0.0,thanks kind treat the momentent mother trip rdu dal wheelchair pushers terrific,,4
25053,2017-11-01,23:16:09,BasicallyMaryF,"@SouthwestAir I spoke to the nicest woman, Rebecca on the phone regarding my pet's ticket this x-mas. She ended the call w ""you be blessed""",0.7964,0.0,0.0,1.0,0.0,spoke nicest woman rebecca phone regarding pets ticket xmas ended call blessed,,3
25054,2017-11-01,23:15:03,SethalaSnyder,@SouthwestAir the attendant on flight 4935 tonight deserves a bonus. His jokes are actually comedic. This is why I only fly SW.,0.802,0.0,0.0,1.0,0.0,attendant flight tonight deserves bonus jokes actually comedic fly sw,,0
25061,2017-11-01,23:08:56,cats_in_cradles,"@EricRoberts @SouthwestAir @keatonsimons @PatMcGee @jasonadamo @PatWalkerTravel So lucky! Have a great time! And of course, please be safe.",0.9223,0.0,0.0,1.0,0.0,lucky great time course please safe,,4
25069,2017-11-01,22:59:57,chhdeca,#DECAmonth BEST DECA selfie ever taken!  Ready to board the plane headed to DECA nationals in Anaheim @decainc @georgia_deca @southwestair,0.8283,0.0,0.0,1.0,0.0,ecamonth best deca selfie ever taken ready board plane headed deca nationals anaheim,,3
25079,2017-11-01,22:41:46,BWIPartner,CEO of @GBCorg Don Fry welcomes attendees at the Bridging the Gap Achievement Awards ceremony. Pleased to join @SouthwestAir tonight!,0.8777,0.0,0.0,1.0,0.0,ceo fry welcomes attendees bridging gap achievement awards ceremony pleased join tonight,,4
25081,2017-11-01,22:39:49,venkatesanragav,Wow @SouthwestAir you are capable of breaking a hard guitar case!,0.7424,0.0,0.0,1.0,0.0,wow capable breaking hard guitar case,,3
25087,2017-11-01,22:32:17,waynestocktonaz,"@SouthwestAir , couldn't have flown with happier crews today. They were all just in the same frame of mind. Happy and professional.",0.7964,0.0,0.0,1.0,0.0,could not flown happier crews today frame mind happy professional,,0
25088,2017-11-01,22:32:10,LisaButler0920,On our way to OKC via St Louis. Thanks to Donna P at the @SouthwestAir ticket counter in BOS - great customer service &amp; a wicked big help.,0.743,0.0,0.0,1.0,0.0,way okc st louis thanks donna ticket counter bos great customer service and wicked big help,,0
25095,2017-11-01,22:23:05,moedshaw,@and_a_scholar @SouthwestAir @ATLairport I️ just moved to the A!! Do you live there now?? Please tell me yes.,0.7135,0.0,0.0,1.0,0.0,i️ moved live please tell yes,,4
25102,2017-11-01,22:11:20,MissAmericaAZ,All the feels 🇺🇸 Glad to have accompanied @RobertsCatering &amp; @SouthwestAir at the 15th Annual Heroes Patriotic Luncheon ️ #MissArizona #RED,0.743,0.0,0.0,1.0,0.0,feels 🇺🇸 glad accompanied and annual heroes patriotic luncheon #missarizona d,['#missarizona'],3
25117,2017-11-01,21:57:50,enyoueffsee,"@RealBrianDamage @fly_BUR @SouthwestAir @KIXtheband Kix in Nottingham = awesome, kix in Seattle = stuff dreams are made of. Safe travels sir🤘🤘🤘",0.8658,0.0,0.0,1.0,0.0,kix nottingham awesome kix seattle stuff dreams made safe travels sir🤘🤘🤘,,0
25132,2017-11-01,21:42:37,davedelaney,"@SouthwestAir PS, be your best friend!",0.8268,0.0,0.0,1.0,0.0,ps best friend,,3
25139,2017-11-01,21:33:14,SeaSK,@SouthwestAir Thanks to your outbound Steward for teaching me the hack to cocoa in-flight. Bringing a new friend home to complete the feels.,0.7269,0.0,0.0,1.0,0.0,thanks outbound steward teaching hack cocoa inflight bringing new friend home complete feels,,4
25143,2017-11-01,21:30:55,aotool84,@SouthwestAir Thanks for letting me vent.. It would take more than just this to change me loyalty. Cheers! 🤗,0.8687,0.0,0.0,1.0,0.0,thanks letting vent would take change loyay cheers,,3
25146,2017-11-01,21:27:43,gillenhall,@SouthwestAir how many rapid reward points do you need for companion flies free?,0.7906,0.0,0.0,1.0,0.0,many rapid reward points need companion flies free,,1
25149,2017-11-01,21:26:48,soundpony,@SouthwestAir @TheCurrent YOU CANT DECIDE WHAT MUSIC EVERYONE ON A PLANE WILL ENJOY GOD HELP US WE NEED OUR PLANE RIDES QUIET,0.8806,0.0,0.0,1.0,0.0,can not decide music everyone plane enjoy god help us need plane rides quiet,,3
25158,2017-11-01,21:18:09,JackS3V3N,@SouthwestAir Thanks for another wonderful flight SW. Just landed in Vegas,0.765,0.0,0.0,1.0,0.0,thanks another wonderful flight sw landed vegas,,4
25165,2017-11-01,21:08:30,stace_bishop,@SouthwestAir CC @karakimb1 I know you love that free Southwest point life.,0.8176,0.0,0.0,1.0,0.0,credit card know love free southwest point life,,1
25169,2017-11-01,21:02:02,stace_bishop,"I love you @SouthwestAir. Just got 5,000 points on the first spin of California Millions!! If anyone wants to join #TeamBishopBabes, let me know and I will send you the email invite.",0.8217,0.0,0.0,1.0,0.0,love got points first spin california millions anyone wants join #teambishopbabes let know send email invite,['#teambishopbabes'],2
25181,2017-11-01,20:54:32,ash_chab,@SouthwestAir Thanks! I spoke w/ Jay &amp; she got everything worked out for us. Y'all are truly the best! Ebony really may just need some candy or something.,0.8906,0.0,0.0,1.0,0.0,thanks spoke jay and got everything worked us you all truly best ebony really may need candy something,,3
25183,2017-11-01,20:52:24,Moacha,@SouthwestAir Thank you. Was boarding. I will send it when I land as I put it in the overhead bin. My doctor has also called and is NOT happy.,0.7351,0.0,0.0,1.0,0.0,thank boarding send land put overhead bin doctor also called happy,,0
25184,2017-11-01,20:49:55,ajavluna,@KIXtheband @SouthwestAir Safe travel! Looking good guys!⭕️,0.7494,0.0,0.0,1.0,0.0,safe travel looking good guys⭕️,,3
25188,2017-11-01,20:46:09,joecook,Being 1st is always fun. Double bonus when you're literally the 1st passenger on a new #Boeing #737MAX8 s/o to @SouthwestAir #legroom #boom,0.7783,0.0,0.0,1.0,0.0,always fun double bonus you are literally passenger new #boeing #737max8 #legroom #boom,"['#boeing', '#737max8', '#legroom', '#boom']",0
25204,2017-11-01,20:12:21,KaylPilch,"@SouthwestAir That would be a life changer haha, thanks for listening!",0.7345,0.0,0.0,1.0,0.0,would life changer haha thanks listening,,0
25213,2017-11-01,20:08:04,PlayPartyPlan,"Why the @SouthwestAir rapid rewards credit card is the best! Companion pass, no blackout dates, and more!",0.8513,0.0,0.0,1.0,0.0,rapid rewards credit card best companion pass blackout dates,,3
25219,2017-11-01,19:54:26,newsismybusines,"Thanks @SouthwestAir for such great service, and in-flight wi-fi that works the entire trip from SJU to FLL! I'm able to continue working!",0.8217,0.0,0.0,1.0,0.0,thanks great service inflight wifi works entire trip sju fll i am able continue working,,0
25229,2017-11-01,19:45:46,jinus,@SouthwestAir @CVGairport Thank you again Southwest for coming to CVG! My flights to &amp; from Oakland were perfect and love your no fee bags!,0.8684,0.0,0.0,1.0,0.0,thank southwest coming cvg flights and oakland perfect love fee bags,,2
25233,2017-11-01,19:42:42,GeorgDolivo,"@KIXtheband @SouthwestAir Looking good Ronnie! Hugs, Georg",0.75,0.0,0.0,1.0,0.0,looking good ronnie hugs georg,,3
25240,2017-11-01,19:33:25,leadlearners661,@PrincipalTallen @SouthwestAir That’s awesome!!!  Love it.,0.88,0.0,0.0,1.0,0.0,thats awesome love,,2
25245,2017-11-01,19:27:21,KayleneChadwell,Thanks @SouthwestAir for having workers I'd love to be friends with! #SouthwestHeart for the win.,0.9359,0.0,0.0,1.0,0.0,thanks workers i would love friends #southwestheart win,['#southwestheart'],2
25246,2017-11-01,19:26:10,44Barthy44,@SouthwestAir Barbara at gate C35 in Tampa was amazing she made us feel welcome and kept the kids as entertained as possible! Barbara,0.8687,0.0,0.0,1.0,0.0,barbara gate c35 tanda amazing made us feel welcome kept kids entertained possible barbara,,4
25247,2017-11-01,19:25:55,mccann12075,"@SouthwestAir When I get to a gate I hope to get a new connection to FNT, been on this plane for quite a while.  Hope to move soon...",0.7251,0.0,0.0,1.0,0.0,get gate hope get new connection fnt plane quite hope move soon,,4
25251,2017-11-01,19:23:02,joerac,"@SouthwestAir is perplexing.  I fly often enough to have points for free flights, but not for a couple free drink tix here and there 🤔",0.765,0.0,0.0,1.0,0.0,perplexing fly often enough points free flights couple free drink tix,,1
25267,2017-11-01,18:59:07,cramerd,🤣🤣🤣Just had the absolute BEST @SouthwestAir preflight safety briefing. Seriously so good. Flt 442 SNA-&gt;SJC ,0.8951,0.0,0.0,1.0,0.0,🤣🤣🤣just absolute best preflight safety briefing seriously good f snasjc,,4
25269,2017-11-01,18:56:34,BuzyBakerr,@BayoniaQuiera @SouthwestAir right tell them bless da boy lol thanks Bayonia,0.8176,0.0,0.0,1.0,0.0,right tell bless da boy lol thanks bayonia,,4
25276,2017-11-01,18:45:17,Roxie0171,@SouthwestAir From the first time we flew. I just want to say thank you for making good memories for me and my family!,0.7177,0.0,0.0,1.0,0.0,first time flew want say thank making good memories family,,4
25294,2017-11-01,18:29:59,jamesharding13,@SouthwestAir I’m trying to find a bag that flew out of MCI. Already spoke to customer care. Is there a way to locate it? Thanks,0.7269,0.0,0.0,1.0,0.0,i am trying find bag flew mci already spoke customer care way locate thanks,,0
25300,2017-11-01,18:25:26,MargaretPatzer,@SouthwestAir My bag has arrived and the young lady who called was so nice. Now to figure out how to get it to me in Miami Beach. Thanks for replying,0.7591,0.0,0.0,1.0,0.0,bag arrived young lady called nice figure get miami beach thanks replying,,3
25305,2017-11-01,18:19:12,SWXSamAdams,@SouthwestAir Thanks JT for the quick response and great news.,0.8636,0.0,0.0,1.0,0.0,thanks jt quick response great news,,3
25306,2017-11-01,18:17:19,jasondbaker29,@SouthwestAir what a beautiful sight today #WN773 on The 737th SWA delivery of the #737. Nice plane. AMAZING interior. Stoked for HAWAII!!,0.9156,0.0,0.0,1.0,0.0,beautiful sight today #wn773 swa delivery #737 nice plane amazing interior stoked hawaii,"['#wn773', '#737']",4
25320,2017-11-01,17:54:19,CraftiestPlace,@SouthwestAir @disney_atheart @SouthwestAir is our FAVORITE! We love flying SWA!,0.8597,0.0,0.0,1.0,0.0,favorite love flying swa,,2
25333,2017-11-01,17:33:21,FQBearSS,@SouthwestAir Southwest -thank ya for bringing sexy back! Loving the new Flight attendant uniforms! ,0.8856,0.0,0.0,1.0,0.0,southwest thank ya bringing sexy back loving new flight attendant uniforms,,4
25343,2017-11-01,17:24:33,RobynKesnow,"When you're eager to hear for yourself the hype re: fun and happy @SouthwestAir crew, and you get boring #smilefree service",0.802,0.0,0.0,1.0,0.0,you are eager hear hype fun happy crew get boring #smilefree service,['#smilefree'],0
25348,2017-11-01,17:21:35,S_SquaredESQ,On the phone with Monica from @SouthwestAir and she is predictably fantastic.  I love (LUV?) dealing with great customer service reps!,0.9215,0.0,0.0,1.0,0.0,phone monica predictably fantastic love love dealing great customer service reps,,2
25353,2017-11-01,17:10:01,jesse9michaels,great experience with @SouthwestAir . fair and easy cancellation / refund policy. This is not paid promo and not ironic. Thanks Southwest!,0.8204,0.0,0.0,1.0,0.0,great experience fair easy cancellation refund policy paid promo ironic thanks southwest,,4
25362,2017-11-01,16:58:32,mason_maldonado,@SouthwestAir extremely happy you're going to start trips to Hawaii. We're going to have a great relationship. #SwaismyBestie ️,0.8439,0.0,0.0,1.0,0.0,extremely happy you are going start trips hawaii going great relationship #swaismybestie,['#swaismybestie'],0
25364,2017-11-01,16:52:13,misseilen,Hey @SouthwestAir -- super excited about the #CaliforniaMillions event!! Just calling out that there's a typo on your Events page.,0.7835,0.0,0.0,1.0,0.0,hey super excited #californiamillions event calling there is typo events page,['#californiamillions'],3
25370,2017-11-01,16:44:45,BillyWoodward33,"Yep, someone gave my kids peanuts from @SouthwestAir for Halloween. I would have been much happier with Reward Points.",0.8519,0.0,0.0,1.0,0.0,yep someone gave kids peanuts halloween would much happier reward points,,0
25371,2017-11-01,16:42:47,coreywoodruff,"Dude throwing stuff like it's fun. This is why I NEVER check cameras/lenses. Also, WE CAN SEE YOU. #ric #richmond @SouthwestAir",0.7003,0.0,0.0,1.0,0.0,dude throwing stuff like fun never check cameraslenses also see #ric #richmond,"['#ric', '#richmond']",0
25376,2017-11-01,16:38:08,WhatDesireeDoes,@SouthwestAir is about to be my best friend next year. I’m going everywhere,0.8126,0.0,0.0,1.0,0.0,best friend next year i am going everywhere,,3
25377,2017-11-01,16:35:04,FreePulp,Enjoyed my @SouthwestAir flight 718 into Dallas this morning with one of the best landings I’ve experienced in a long time. ️,0.8176,0.0,0.0,1.0,0.0,enjoyed flight dallas morning one best landings i have experienced long time,,4
25381,2017-11-01,16:27:43,golfin_bogard,@SouthwestAir thank you! Y’all are the best. So easy to make some changes!,0.8879,0.0,0.0,1.0,0.0,thank you all best easy make changes,,3
25384,2017-11-01,16:22:30,moedshaw,When your favorite airline responds to your tweet. @SouthwestAir is my best friend. #IssaRelationship #GoBestfriend,0.886,0.0,0.0,1.0,0.0,favorite airline responds tweet best friend #issarelationship #gobestfriend,"['#issarelationship', '#gobestfriend']",0
25405,2017-11-01,16:00:56,AlisonRGriffin,"@EDAnalyst @SouthwestAir Yes, SoCal always gives you the upper hand on miles. But I will take super diamond platinum elite status. And drink tickets. ",0.9042,0.0,0.0,1.0,0.0,yes socal always gives upper hand miles take super diamond platinum elite status drink tickets,,1
25406,2017-11-01,16:00:14,envision,Pretty sure this guy/girl is going to get a better seat than me. C-boarding @southwestair #roadtrip #videoproduction #itsadogslife,0.8126,0.0,0.0,1.0,0.0,pretty sure guygirl going get better seat cboarding #roadtrip #videoproduction #itsadogslife,"['#roadtrip', '#videoproduction', '#itsadogslife']",3
25408,2017-11-01,15:56:01,EDAnalyst,"@AlisonRGriffin Ha, A16 on @SouthwestAir is their super diamond platinum elite status. But I think I'm still beating you on miles flown this year. :)",0.8271,0.0,0.0,1.0,0.0,ha a16 super diamond platinum elite status think i am still beating miles flown year,,3
25417,2017-11-01,15:47:12,ramukftw,@SouthwestAir just won 5000 points on 100 million mile CA promotion. Just checking that it's legit before I enter my social security #,0.7269,0.0,0.0,1.0,0.0,points million mile ca promotion checking legit enter social security,,3
25423,2017-11-01,15:43:14,jhaub9,Looking forward to the SWA California’s Millions Sweepstakes. Winning the Million Miles on My Birthday would be amazing! @SouthwestAir,0.8172,0.0,0.0,1.0,0.0,looking forward swa californias millions sweepstakes winning million miles birthday would amazing,,4
25426,2017-11-01,15:41:57,MargaretPatzer,@SouthwestAir actually get good PLEASANT customer service. DAL was relatively slow @ 618 so one would have thought you could get all bags,0.7865,0.0,0.0,1.0,0.0,actually get good pleasant customer service dal relatively slow one would thought could get bags,,0
25437,2017-11-01,15:31:37,hecpara,"@SouthwestAir Meanwhile, @Jetblue's FREE wifi has worked without major interruption the last few times I've used it.",0.7305,0.0,0.0,1.0,0.0,meanwhile free wifi worked without major interruption last times i have used,,1
25453,2017-11-01,15:11:09,chelseakbarnard,@SouthwestAir Hallelujah! I'm saved 🤗,0.7959,0.0,0.0,1.0,0.0,hallelujah i am saved,,0
25454,2017-11-01,15:10:41,Hammonds2Amanda,@SouthwestAir another awesome flt last night! Flt 320 FLL to IND! Thx to the great flt crew! ️,0.9114,0.0,0.0,1.0,0.0,another awesome f last night f fll ind thx great f crew,,4
25457,2017-11-01,15:05:50,JOE_MASCIOLI,@AdrienneJanic @SouthwestAir @SEMASHOW You are the queen of their skies. They love you.  Enjoy SEMA AJ!,0.8268,0.0,0.0,1.0,0.0,queen skies love enjoy sema aj,,2
25464,2017-11-01,14:56:40,PlainJane13,Pretty sunrise over cotton-ball clouds. Thanks for the view @SouthwestAir!,0.75,0.0,0.0,1.0,0.0,pretty sunrise cottonball clouds thanks view,,3
25467,2017-11-01,14:55:24,AdrienneJanic,Thank you @SouthwestAir for an awesome flight! Got from BUR-LAS on time &amp; ready for the @SEMASHOW ,0.8553,0.0,0.0,1.0,0.0,thank awesome flight got burlas time and ready,,4
25471,2017-11-01,14:45:51,SpocktheDog,@SouthwestAir rocks! Gr8 cust svc! Fresh flowers in restroom @ #pittsburgh international airport!,0.783,0.0,0.0,1.0,0.0,rocks gr8 customer service fresh flowers restroom #pittsburgh international airport,['#pittsburgh'],0
25474,2017-11-01,14:42:13,JenaRJohnson,@zzAceszz @BourbonOrleans @SouthwestAir Thank you. Love you too.,0.7717,0.0,0.0,1.0,0.0,thank love,,2
25498,2017-11-01,14:24:52,LovelaceJax,"@SouthwestAir I haven’t flown Southwest in awhile and it is great! No assigned seats, free WiFi, best service from an airline I’ve ever had.",0.8932,0.0,0.0,1.0,0.0,have not flown southwest awhile great assigned seats free wifi best service airline i have ever,,1
25512,2017-11-01,14:09:55,johnwylie,"Thanks for the safe and fun flight, @SouthwestAir ",0.8442,0.0,0.0,1.0,0.0,thanks safe fun flight,,0
25513,2017-11-01,14:07:16,ykickthekat,@SouthwestAir Of course! It was Flight 278 CLE to MDW at 8:25 AM EST. A really great crew to fly with for a short flight!,0.7164,0.0,0.0,1.0,0.0,course flight cle mdw est really great crew fly short flight,,4
25515,2017-11-01,14:04:02,CeliacBeast,Sometimes the universe is kind. The morning I’m running late + TSA = slow + inspected my bag; my flight is delayed. Thanks @SouthwestAir :),0.8126,0.0,0.0,1.0,0.0,sometimes universe kind morning i am running late tsa slow inspected bag flight delayed thanks,,4
25527,2017-11-01,13:48:13,rudem00se,@_girlgrey Thank you!!! This @SouthwestAir sunshine is fabulously magical for sure ,0.8458,0.0,0.0,1.0,0.0,thank sunshine fabulously magical sure,,3
25535,2017-11-01,13:35:27,jprhipolito,Thank God I was able to book that flight. Thanks @SouthwestAir ,0.7579,0.0,0.0,1.0,0.0,thank god able book flight thanks,,3
25550,2017-11-01,13:09:16,SpanishtvNash,@southwestair gave us this free drinks for out flight... 🤔 Not sure if it’s happy hour yet   …,0.8713,0.0,0.0,1.0,0.0,gave us free drinks flight sure happy hour yet,,1
25552,2017-11-01,12:55:06,hecpara,@SouthwestAir Thanks! Hope you all have a great day =],0.9151,0.0,0.0,1.0,0.0,thanks hope great day,,3
25554,2017-11-01,12:51:53,michelleshafer,"OMG, that is adorable @SouthwestAir !!! And you're welcome!!",0.811,0.0,0.0,1.0,0.0,omg adorable you are welcome,,3
25558,2017-11-01,12:46:28,MAFHC11,Thank you to the @SouthwestAir Crew Presidential for decorating the North Terminal Freedom Center for fall for us!,0.7901,0.0,0.0,1.0,0.0,thank crew presidential decorating north terminal freedom center fall us,,4
25560,2017-11-01,12:45:50,michelleshafer,Always fun flying @SouthwestAir on or around a holiday. #ABIA #Halloween,0.7184,0.0,0.0,1.0,0.0,always fun flying around holiday #abia #halloween,"['#abia', '#halloween']",0
25565,2017-11-01,12:38:27,Jenny_Cath,Flying from Tampa to Dallas to see @bretteldredge in MarchThanks @SouthwestAir for the great flight prices and supporting my impulsiveness,0.7906,0.0,0.0,1.0,0.0,flying tanda dallas see marchthanks great flight prices supporting impulsiveness,,4
25567,2017-11-01,12:17:57,mikebsubway,@SouthwestAir Florida with my kids. We love @UniversalORL then Mexico to @playthesand for @deadandcompany so excited! You’ll see a lot more of me in 2018,0.8229,0.0,0.0,1.0,0.0,florida kids love mexico excited you will see lot,,2
25574,2017-11-01,12:00:14,SUPjacqueline,@SouthwestAir first time flying with you guys! On flight 757 to Denver and I’m in love with your staff and airline! Kudos to you guys :),0.9018,0.0,0.0,1.0,0.0,first time flying guys flight denver i am love staff airline kudos guys,,0
25575,2017-11-01,12:00:02,01gsmith,Nice touch @southwestair !! Free coffee and snacks in the ATL terminal while you wait for your…,0.7707,0.0,0.0,1.0,0.0,nice touch free coffee snacks atl terminal wait your,,1
25576,2017-11-01,11:56:29,jamiebannon,thanks for the beautiful sunrise view @southwestair #wingletwednesday #southwestairlines #letsgosomewhere #fly #g…,0.7783,0.0,0.0,1.0,0.0,thanks beautiful sunrise view #wingletwednesday #southwestairlines #letsgosomewhere #fly #g,"['#wingletwednesday', '#southwestairlines', '#letsgosomewhere', '#fly', '#g']",3
25579,2017-11-01,11:48:53,moedshaw,.@SouthwestAir stays winning. They’re greeting their @ATLairport guests with choice of beverage and snack in the terminal. #PlaneFullOfYes,0.7184,0.0,0.0,1.0,0.0,southwestair stays winning they are greeting guests choice beverage snack terminal #planefullofyes,['#planefullofyes'],4
25597,2017-11-01,10:25:51,tman84,"I didn’t think #LoveField could get any better @SouthwestAir, this new signage is amazing!!",0.8065,0.0,0.0,1.0,0.0,did not think #lovefield could get better new signage amazing,['#lovefield'],4
25603,2017-11-01,09:50:01,ESP_MTG,"Super unexpected and (mostly) pleasant surprise, the @SouthwestAir check-in agent took one look at me and gave me an extra seat.",0.8519,0.0,0.0,1.0,0.0,super unexpected mostly pleasant surprise checkin agent took one look gave extra seat,,3
25604,2017-11-01,09:43:22,knockoutradio,First ever a hole flight attendant on @SouthwestAir / wow guess they don’t care anymore like the others,0.8591,0.0,0.0,1.0,0.0,first ever hole flight attendant wow guess do not care anymore like others,,3
25606,2017-11-01,09:31:44,CalisthenicsDj,@SouthwestAir Definitely interested in some free tix. Daddy's been working awfully hard.,0.791,0.0,0.0,1.0,0.0,definitely interested free tix daddys working awfully hard,,1
25609,2017-11-01,09:05:26,Itstaylorrenee1,@SouthwestAir First time flying with you guys &lt;3 excited ~ don't worry ill keep you updated,0.7301,0.0,0.0,1.0,0.0,first time flying guys 3 excited do not worry i will keep updated,,4
25610,2017-11-01,08:45:37,stellalopez5213,@SouthwestAir Thank you for you're excellent service you provide to you're customers. I cannot wait for my next flight. I love you guys️,0.886,0.0,0.0,1.0,0.0,thank you are excellent service provide you are customers cannot wait next flight love guys️,,2
25611,2017-11-01,08:40:11,FreddyRivera,Thank you @SouthwestAir for my gift! See you again soon! ,0.717,0.0,0.0,1.0,0.0,thank gift see soon,,3
25615,2017-11-01,07:21:16,chewyredding,@SouthwestAir Can't even see when my flight is tomorrow.  Thanks Southwest!!!  Download the app they said!  It would be great they said!  It sucks!!!,0.7696,0.0,0.0,1.0,0.0,can not even see flight tomorrow thanks southwest download app said would great said sucks,,0
25617,2017-11-01,07:17:58,chewyredding,@SouthwestAir This is fun.  Completely unfunctional.  Thanks app and technology!  We're morons!!!  Is this is a Halloween or prank???,0.7837,0.0,0.0,1.0,0.0,fun completely unfunctional thanks app technology morons halloween prank,,0
25655,2017-11-01,05:03:01,JohnDrogin,Here’s essay: 34 flights in 8 months. She loves @SouthwestAir so much she celebrated her 8 month birthday surrounded in Just Plane Peanuts.,0.8255,0.0,0.0,1.0,0.0,here is essay flights months loves much celebrated month birthday surrounded plane peanuts,,3
25659,2017-11-01,04:54:25,JohnDrogin,"Hey @SouthwestAir, we joined Community to win the free trip to Cancun. Was thinking you’d require an essay about how much we love Southwest.",0.9062,0.0,0.0,1.0,0.0,hey joined community win free trip cancun thinking you would require essay much love southwest,,1
25681,2017-11-01,03:59:51,missbutts85,Thanks @southwestair for getting me to and back from Vegas safe #southwestairlines #southwestair…,0.7003,0.0,0.0,1.0,0.0,thanks getting back vegas safe #southwestairlines #southwestair,"['#southwestairlines', '#southwestair']",3
25686,2017-11-01,03:39:44,KRKitner,@SouthwestAir Trying to get a receipt for a flight I booked for my daughter.  I can on ly find my flight in my account. Help!,0.7644,0.0,0.0,1.0,0.0,trying get receipt flight booked daughter ly find flight account help,,3
25697,2017-11-01,03:09:47,AMoeini20,esp thanks to .@SouthwestAir #SNA staff for rebooking our tickets to SjC after our flight to SFO was canceled. Thanks ,0.7003,0.0,0.0,1.0,0.0,esp thanks southwestair #sna staff rebooking tickets sjc flight sfo canceled thanks,['#sna'],4
25700,2017-11-01,03:06:47,BaruchEM,@SouthwestAir True true it's just been a long day and wish they would have found earlier. On the bright side flight attendants are AWESOME &amp; gate agent =,0.9436,0.0,0.0,1.0,0.0,true true long day wish would found earlier bright side flight attendants awesome and gate agent,,3
25702,2017-11-01,02:57:36,msolisuiw,@ChelseyKENS5 @SouthwestAir Hi Chesley I hope you feel better! Hope you don't have a long flight home!  Get some rest when you get home!,0.8617,0.0,0.0,1.0,0.0,hi chesley hope feel better hope do not long flight home get rest get home,,4
25711,2017-11-01,02:50:49,KatAuman,Thanks for the #free drink @SouthwestAir!!! Happy Halloween to you too!  #freedrink #Southwest,0.8302,0.0,0.0,1.0,0.0,thanks #free drink happy halloween #freedrink #southwest,"['#free', '#freedrink', '#southwest']",1
25712,2017-11-01,02:48:00,skyla2b,So cool receiving a free drink today. Happy Halloween  lol @SouthwestAir #SWA,0.9128,0.0,0.0,1.0,0.0,cool receiving free drink today happy halloween lol #swa,['#swa'],1
25713,2017-11-01,02:47:12,KJClaus,@SouthwestAir Thanks for the Halloween treat today on my flight to Denver!,0.7088,0.0,0.0,1.0,0.0,thanks halloween treat today flight denver,,0
25717,2017-11-01,02:44:49,drjohnm,Pleasant experiences with domestic air travel are vanishingly rare. I usually fly @AmericanAir but tried @SouthwestAir —&gt; it was great. Thx,0.9011,1.0,0.0,1.0,0.0,pleasant experiences domestic air travel vanishingly rare usually fly tried — great thx,,3
25736,2017-11-01,02:21:12,thestephross,@KaliHawlk @SouthwestAir SO funny! I love it. They always have great ads.,0.9381,0.0,0.0,1.0,0.0,funny love always great ads,,2
25742,2017-11-01,02:16:30,GardnerKristy,I love the @SouthwestAir commercial with the positive basketball coach.  That is so me...with all my fave teams #ibelieve #untiltheend ,0.8934,0.0,0.0,1.0,0.0,love commercial positive basketball coach mewith fave teams #ibelieve #untiheend,"['#ibelieve', '#untiheend']",2
25752,2017-11-01,01:55:43,ajRiverav,Credit to Mother Earth and @SouthwestAir. A happy customer of both ;),0.802,0.0,0.0,1.0,0.0,credit mother earth happy customer,,0
25756,2017-11-01,01:46:48,wittysense,"@SouthwestAir Extort me again, and I'll happily share.",0.7003,0.0,0.0,1.0,0.0,extort i will happily share,,4
25762,2017-11-01,01:36:25,ChelseyKENS5,Getting sick on a plane is no fun!! Thanks to my @SouthwestAir flight attendants &amp; my charades champ bf for being quick &amp; calm. #TexasBound,0.7707,0.0,0.0,1.0,0.0,getting sick plane fun thanks flight attendants and charades chand bf quick and calm #texasbound,['#texasbound'],0
