,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
34666,2017-11-03,04:55:50,MDC928,When @AmericanAir randomly saved the night lol! ,0.7088,1.0,0.0,0.0,0.0,randomly saved night lol,,2
34670,2017-11-03,04:44:43,SuperNikoPower,The moment you are notified that @AmericanAir gave away your seat. Luckily I was able to get the last seat available on my flight... GG AA.,0.7378,1.0,0.0,0.0,0.0,moment notified gave away seat luckily able get last seat available flight gg american airlines,,0
34671,2017-11-03,04:38:52,Tommy91,"Great flight today with @AmericanAir from @JFKairport to @iflymia ️🇺🇸 thanks for taking care of us, gate agents, ramp agents, &amp; in flight",0.8807,1.0,0.0,0.0,0.0,great flight today ️🇺🇸 thanks taking care us gate agents rand agents and flight,,0
34682,2017-11-03,04:10:15,Laprofmme,"@JudithDeGroat @RebeccaPScales @kawulf @AmericanAir And now on the ground, but not yet in NV. On a nice bus tour of LAX it seems. Not a great day for @AmericanAir",0.8847,1.0,0.0,0.0,0.0,ground yet nv nice bus tour lax seems great day,,2
34689,2017-11-03,03:49:05,LeeAnnieFolau,@AmericanAir I Luv your Halloween Tweet Promo with the Kids!!! I had no clue that AA did Cute things like that 4 the Holidays ,0.7767,1.0,0.0,0.0,0.0,love halloween tweet promo kids clue american airlines cute things like holidays,,1
34715,2017-11-03,02:58:06,__paolo,So apparently @TMobile customers get free WiFi on @AmericanAir flights... Nice,0.7269,1.0,0.0,0.0,0.0,apparently customers get free wifi flights nice,,4
34726,2017-11-03,02:44:07,uhnet,The 1979 classic When a Stranger Calls is one of the free movies on @AmericanAir + free WiFi thanks to @TMobile. This flight is the best.,0.9287,1.0,0.0,0.0,0.0,classic stranger calls one free movies free wifi thanks flight best,,4
34738,2017-11-03,02:23:02,LuxeTiffany,Not good to hear @AmericanAir found listeria in catering kitchen. I’m flying #LAX tomorrow. Hope it gets resolved.,0.7579,1.0,0.0,0.0,0.0,good hear found listeria catering kitchen i am flying #lax tomorrow hope gets resolved,['#lax'],1
34757,2017-11-03,01:48:45,11miledown,Guess what @AmericanAir another mechanical. I hear you’re having another labor dispute with maint. Great way to keep us EPS happy.,0.7269,1.0,0.0,0.0,0.0,guess another mechanical hear you are another labor dispute maint great way keep us eps happy,,1
34779,2017-11-03,00:58:23,Michaelhawaii1,"@AmericanAir great big shout out to Mary on flight 5227. Great customer service, makes flying a nice experience, thank you,",0.926,1.0,0.0,0.0,0.0,great big shout mary flight great customer service makes flying nice experience thank,,3
34795,2017-11-03,00:39:41,samuelhfagan,"@AmericanAir. way to go.. great flight 1331 from Aruba,  early and straight to a gate !  thanks !",0.8585,1.0,0.0,0.0,0.0,way go great flight aruba early straight gate thanks,,4
34807,2017-11-03,00:25:58,fredcadena,"@AmericanAir Thanks, the customer service staff was very helpful and apologetic. Apparently the bar is operated by a separate company. Eventually he got there.",0.7178,1.0,0.0,0.0,0.0,thanks customer service staff helpful apologetic apparently bar operated separate company eventually got,,3
34833,2017-11-02,23:52:13,chrismrutledge,"@AmericanAir Cool! Well, glad they got it worked out. Looks like it’s almost here too.  Thanks for the reply!",0.9026,1.0,0.0,0.0,0.0,cool well glad got worked looks like almost thanks reply,,4
34834,2017-11-02,23:48:06,woltersworld,@AmericanAir Great. Thank you. I told her to contact you directly when she books. Thank you for the confirmation.,0.8442,1.0,0.0,0.0,0.0,great thank told contact directly books thank confirmation,,0
34853,2017-11-02,23:26:42,sebrusk,"@AmericanAir @owenvideo - Thanks for being in my community, looking forward to your tweets! :) ( via",0.7345,1.0,0.0,0.0,0.0,thanks community looking forward tweets,,1
34854,2017-11-02,23:24:43,megangokey,FOR THE WIN! Moral of the story: @AmericanAir will only respond to you over Twitter.,0.7027,1.0,0.0,0.0,0.0,win moral story respond twitter,,2
34865,2017-11-02,23:17:30,crwesthofen,Home. Yay! Thanks @americanair. See you next week. (@ Charlotte Douglas International Airport - @cltairport),0.7644,1.0,0.0,0.0,0.0,home yay thanks see next week charlotte douglas international airport,,2
34869,2017-11-02,23:12:34,CollinsAtl,@Potsandco @Potsandco @AmericanAir on #AA150 to CDG ... hopeful for more of your fab chocolat potted goodness #travelers #nirvana,0.8612,1.0,0.0,0.0,0.0,#aa150 cdg hopeful fab chocolat potted goodness #travelers #nirvana,"['#aa150', '#travelers', '#nirvana']",0
34876,2017-11-02,23:07:32,oildot,@AmericanAir Not happy with 500 miles when the phone representative cost me $40 and flexibility,0.7269,1.0,0.0,0.0,0.0,happy miles phone representative cost flexibility,,1
34878,2017-11-02,23:06:03,CollinsAtl,"@AmericanAir Thank you very much for the help with the CDG upgrade waitlist, #IMadeIt #wahoo what a pleasure to be your customer ️",0.836,1.0,0.0,0.0,0.0,thank much help cdg upgrade waitlist #imadeit #wahoo pleasure customer,"['#imadeit', '#wahoo']",0
34880,2017-11-02,23:04:54,stevenwadejr,.@AmericanAir is there a job where you can just let me fly constantly and talk about how awesome you are and how much I love flying?,0.8519,1.0,0.0,0.0,0.0,american air job let fly constantly talk awesome much love flying,,1
34900,2017-11-02,22:42:18,AHBick,"@AmericanAir I’ll have inflight WiFi, any help would be appreciated",0.7184,1.0,0.0,0.0,0.0,i will inflight wifi help would appreciated,,0
34909,2017-11-02,22:35:53,dexterdana,@pfr8412 @AmericanAir Tammy’s awesome personality made the flight amazing!,0.8478,1.0,0.0,0.0,0.0,tammys awesome personality made flight amazing,,1
34921,2017-11-02,22:26:27,ManoloR19963914,"@kanter_JohnE @AmericanAir Patience, love and tolerance",0.7506,1.0,0.0,0.0,0.0,patience love tolerance,,1
34955,2017-11-02,22:09:09,idahosgodfather,thanks @AmericanAir my austic son 1st trip on plane will b better your special services help get 5 seats together so we're all together,0.8807,1.0,0.0,0.0,0.0,thanks austic son trip plane better special services help get seats together together,,0
34959,2017-11-02,22:04:54,MyVirtualVaca,"@always5star @AmericanAir @RoarLoud @eatlivetraveldr @suziday123 @MoMo_SanDiego @TravelWell4Less @shreddel @SashaEats @CharlesMcCool I’m on it!! I’m a member, so great to know! ️  #traveltips #luxury #familytravel",0.7974,1.0,0.0,0.0,0.0,i am im member great know #traveips #luxury #familytravel,"['#traveips', '#luxury', '#familytravel']",4
34975,2017-11-02,21:54:43,Kamera_geek,Got standby on early flight from Philly! Thanks @AmericanAir - then found this beauty at ORD. @BoeingAirplanes @B787fans @fly2ohare #avgeek,0.8268,1.0,0.0,0.0,0.0,got standby early flight philly thanks found beauty ord #avgeek,['#avgeek'],4
34979,2017-11-02,21:50:44,diaryofbjonesfa,@ArthurWoods @AmericanAir Thank you Mr Woods for opportunity to Elevate your Everyday Experience. Hope American Airlines will always be your first choice for travel.,0.802,1.0,0.0,0.0,0.0,thank mr woods opportunity elevate everyday experience hope american airlines always first choice travel,,1
34987,2017-11-02,21:42:35,thecflo,"@AmericanAir Thanks to your lovely flight attendant serving copious amount of alc to group on red eye, my group got 0 rest &amp; vacation (1/2)",0.7717,1.0,0.0,0.0,0.0,thanks lovely flight attendant serving copious amount alc group red eye group got rest and vacation,,0
34989,2017-11-02,21:41:24,pfr8412,"@AmericanAir I can’t even begin to explain how AAmazing Tammy on AA723 is. Honestly, the best FA I have EVER met in all my years flying!",0.8172,1.0,0.0,0.0,0.0,can not even begin explain aamazing tammy aa723 honestly best fa ever met years flying,,2
35004,2017-11-02,21:32:14,NCSUchick07,"Really @AmericanAir?? The 80s called, they want their plane back...  glad I didn't pay for 1st class, what a joke. #novents #killingme",0.7316,1.0,0.0,0.0,0.0,really called want plane back glad did not pay class joke #novents #killingme,"['#novents', '#killingme']",4
35007,2017-11-02,21:30:02,Laprofmme,"@RebeccaPScales @JudithDeGroat @kawulf @AmericanAir Yeah, totally convincing :)",0.8162,1.0,0.0,0.0,0.0,yeah totally convincing,,0
35017,2017-11-02,21:24:05,Lattes_Runways,@AmericanAir I don't believe the next flight has departed yet I'd really appreciate help!!,0.7619,1.0,0.0,0.0,0.0,do not believe next flight departed yet i would really appreciate help,,0
35023,2017-11-02,21:17:58,Lattes_Runways,"@AmericanAir hi I left a laptop on my flight very urgent, submitted online form, anything else I can do?? Thanks!!",0.7129,1.0,0.0,0.0,0.0,hi left laptop flight urgent submitted online form anything else thanks,,0
35031,2017-11-02,21:11:37,foofiter,Hey @AmericanAir I have an award ticket I booked by phone but not yet issued. Can you check to make sure all is ok?,0.7906,1.0,0.0,0.0,0.0,hey award ticket booked phone yet issued check make sure ok,,0
35034,2017-11-02,21:08:17,toon_ace,"@InsertStrawHere @AmericanAir Safe travels, and welcome back!",0.7345,1.0,0.0,0.0,0.0,safe travels welcome back,,2
35045,2017-11-02,21:03:39,TELISU_OFFICIAL,TWITTER HELP ME FIND MY 6’3”+ #BLACKPILOTBAE WHO I SAW IN THE @AMERICANAIR TERMINAL OF THE MEM AIRPORT ON OCT 29 AROUND 5:30AM. TY!!,0.81,1.0,0.0,0.0,0.0,twitter help find #blackpilotbae saw terminal mem airport october around ty,['#blackpilotbae'],0
35052,2017-11-02,20:59:37,cjmaclachlan,.@AmericanAir: credit is due. Your attendants showed genuine concern &amp; care when I was airsick last flight. Thanks 4 making sure I was ok!,0.9098,1.0,0.0,0.0,0.0,american air credit due attendants showed genuine concern and care airsick last flight thanks making sure ok,,4
35081,2017-11-02,20:41:43,MatthewJPrevits,@AmericanAir - Philly ticket agent Erica Armstrong is a rockstar.  She’s been very helpful - thank you!,0.7322,1.0,0.0,0.0,0.0,philly ticket agent erica armstrong rockstar she is helpful thank,,0
35098,2017-11-02,20:23:49,alexazarSAN,@AmericanAir Great flight today #113. Best biz seats I’ve ever had. Meal...eh. Looked like it cooked for 10 hrs. Didn’t see much of crew.,0.8957,1.0,0.0,0.0,0.0,great flight today #113 best biz seats i have ever mealeh looked like cooked hours did not see much crew,['#113'],4
35103,2017-11-02,20:20:27,DriveThruDuck,@AmericanAir Are basic economy passengers allowed 1 free carry on and 1 free personal item?,0.765,1.0,0.0,0.0,0.0,basic economy passengers allowed free carry free personal item,,4
35104,2017-11-02,20:19:29,LahniVenable,@AmericanAir Yes. We did ride with the @AllBlacks on a flight from #Sydney to #Welly in 2010 across the ditch. Amazing scenery on the plane@lancevenable,0.7579,1.0,0.0,0.0,0.0,yes ride flight #sydney #welly across ditch amazing scenery planelancevenable,"['#sydney', '#welly']",1
35148,2017-11-02,19:44:58,teamchevy88,@AmericanAir My seat with something on it and your flight attendant who handed me club soda and towels during boarding to clean it. WOW,0.8038,1.0,0.0,0.0,0.0,seat something flight attendant handed club soda towels boarding clean wow,,1
35161,2017-11-02,19:31:24,DaAngryCustomer,"@AmericanAir Thanks, but I have the receipt. Only took a quick 25 minutes on hold with your customer service number!  you guys are the best.",0.8588,1.0,0.0,0.0,0.0,thanks receipt took quick minutes hold customer service number guys best,,3
35171,2017-11-02,19:22:05,marringtonjamie,@AmericanAir thank you for a wonderful flight as always! Landed safe in Chicago on time ,0.8553,1.0,0.0,0.0,0.0,thank wonderful flight always landed safe chicago time,,2
35177,2017-11-02,19:15:13,danieltcorcoran,Thanks for the respect you show our men and women in the military @AmericanAir.,0.7184,1.0,0.0,0.0,0.0,thanks respect show men women military,,4
35187,2017-11-02,19:09:42,LahniVenable,Great flight #340 @AmericanAir ! Nice crew and got to ride with @UTAustin Women's Soccer Team!  #ClassyLadies,0.8168,1.0,0.0,0.0,0.0,great flight #340 nice crew got ride womens soccer team #classyladies,"['#340', '#classyladies']",4
35192,2017-11-02,19:01:40,Crystalball1976,"@AmericanAir this never, ever gets old..... . Thanks for making my day awesome again ",0.7906,1.0,0.0,0.0,0.0,never ever gets old thanks making day awesome,,2
35205,2017-11-02,18:46:17,JVreaux,@AmericanAir It’s ok - Successfully convinced parents it was a Russian hack job ,0.7964,1.0,0.0,0.0,0.0,ok successfully convinced parents russian hack job,,4
35236,2017-11-02,18:27:32,velocigirl,"@AmericanAir best flight crew ever yesterday flt 1467 from PHX. Stellar service in FC. We were a handful, but they didn't mind one bit. TY!",0.8122,1.0,0.0,0.0,0.0,best flight crew ever yesterday f phx stellar service fc handful did not mind one bit ty,,3
35237,2017-11-02,18:27:15,waalien,Also @AmericanAir special  2 the Aangels in ORD H club who were so helpful in getting me on an earlier flight home. Been a good travel day!,0.8593,1.0,0.0,0.0,0.0,also special aangels ord club helpful getting earlier flight home good travel day,,2
35242,2017-11-02,18:22:56,jetsflygirl,@tcg725 @JennColella @wecomefromaway @AmericanAir Oh my goodness. She is beautiful. I am so honored ️️‍️‍️,0.8999,1.0,0.0,0.0,0.0,oh goodness beautiful honored ️️️️,,2
35244,2017-11-02,18:21:44,Taylovee15,Huge S/O to @AmericanAir for helping me catch standby flights and having wonderful customer service!!!! ️️️️️️️,0.8544,1.0,0.0,0.0,0.0,huge helping catch standby flights wonderful customer service ️️️️️️️,,3
35262,2017-11-02,18:02:53,spotzz_,@jungleboyj Good luck! @qantas tried to rebook me to a later flight:( Got checked in online with them and now @americanair says I need to check in there,0.7345,1.0,0.0,0.0,0.0,good luck tried rebook later flight got checked online says need check,,0
35264,2017-11-02,18:01:04,wilreynolds,@AmericanAir Tami &amp; Traci on 723 were both awesome. 2 of your best FAs.,0.8519,1.0,0.0,0.0,0.0,tami and traci awesome best fas,,1
35292,2017-11-02,17:25:36,ExploreNJ,"@AmericanAir - Carolyn (CeCe) on flight AA4821 PHL&gt;ALB is the warmest, welcoming, flight attendant I’ve ever seen. Everyone’s smiling!",0.8356,1.0,0.0,0.0,0.0,carolyn cece flight aa4821 phlalb warmest welcoming flight attendant i have ever seen everyones smiling,,2
35293,2017-11-02,17:25:04,Beckerstweets,"@AmericanAir Lol thanks for the reply but this doesn’t make any sense. It’s like saying I can’t use a Starbucks gift card on the cup, just the coffee.",0.8735,1.0,0.0,0.0,0.0,lol thanks reply does not make sense like saying can not use starbucks gift card cup coffee,,2
35302,2017-11-02,17:21:27,NewsAmericanAir,@AmericanAir Thinks Free Pizza Will Satisfy 300 Passengers After Two Unscheduled Diversions - Wings Journal :,0.743,1.0,0.0,0.0,0.0,thinks free pizza satisfy passengers two unscheduled diversions wings journal,,4
35303,2017-11-02,17:21:21,impactplastics,@AmericanAir love Michele flight #2619 for getting me awesome seats!! #AmericanAirlinesrocks #micheleisawesome #floridaherewecome,0.8715,1.0,0.0,0.0,0.0,love michele flight #2619 getting awesome seats #americanairlinesrocks #micheleisawesome #floridaherewecome,"['#2619', '#americanairlinesrocks', '#micheleisawesome', '#floridaherewecome']",1
35323,2017-11-02,17:09:27,learning8,At ORD going to LGA on @AmericanAir. Fantastic @AdmiralsClub!  Alexandra and Donatella friendly and warm as always.,0.8398,1.0,0.0,0.0,0.0,ord going lga fantastic alexandra donatella friendly warm always,,4
35327,2017-11-02,17:04:34,uhnet,"Wow, spoke with 2 different people at @AmericanAir and both were super pleasant and helpful and like… maybe they actually like their jobs?!",0.9485,1.0,0.0,0.0,0.0,wow spoke different people super pleasant helpful like maybe actually like jobs,,1
35328,2017-11-02,17:04:16,groadwarrior,@FlyerTalk It makes total sense for @AmericanAir to take care of us the loyal members #executiveplatinum #conciergekey #airtravel #travel,0.743,1.0,0.0,0.0,0.0,makes total sense take care us loyal members #executiveplatinum #conciergekey #airtravel #travel,"['#executiveplatinum', '#conciergekey', '#airtravel', '#travel']",2
35340,2017-11-02,16:54:04,benfcova,"@AmericanAir New plane just rolled up, along with a complimentary snack cart at the gate. Thanks!",0.7263,1.0,0.0,0.0,0.0,new plane rolled along complimentary snack cart gate thanks,,4
35356,2017-11-02,16:41:08,JBelmo,@AmericanAir loyalty is a two way street! Hopefully this policy will change back or this frequent flyer will opt out!,0.7772,1.0,0.0,0.0,0.0,loyay two way street hopefully policy change back frequent flyer opt,,4
35361,2017-11-02,16:32:58,DaveSchoools,“You’d be surprised how many good ideas ur employees have u just have to ask them.” (Throw an event like a hackathon) @peaster @AmericanAir,0.743,1.0,0.0,0.0,0.0,you would surprised many good ideas your employees ask throw event like hackathon,,1
35362,2017-11-02,16:32:45,APsenor,@jphysiol_eic @AmericanAir Yep. RDU’s best ,0.7506,1.0,0.0,0.0,0.0,yep rdus best,,1
35370,2017-11-02,16:25:32,LABCollaborate,@AmericanAir Nice try but it’s too large for cabin-I would suggest you include stickers in the $35 you charge for checked bags &amp; take better care of bags,0.8765,1.0,0.0,0.0,0.0,nice try large cabini would suggest include stickers charge checked bags and take better care bags,,4
35371,2017-11-02,16:25:13,MattPelligra,"@balleralert Nothing about @AmericanAir is positive, y'all niggas owe me a free voucher still for not lettin me on my plane because I smelled like liquor",0.7906,1.0,0.0,0.0,0.0,nothing positive you all niggas owe free voucher still lettin plane smelled like liquor,,4
35373,2017-11-02,16:24:28,RomeLibRou,Awesome job @AmericanAir in taking care of my mom &amp; responding quickly to queries! Much appreciated!,0.9039,1.0,0.0,0.0,0.0,awesome job taking care mom and responding quickly queries much appreciated,,4
35385,2017-11-02,16:14:09,LABCollaborate,"@AmericanAir I appreciate your efforts at corporate level, but a simple thing like a fragile sticker to a customer makes us feel it is the best care",0.9451,1.0,0.0,0.0,0.0,appreciate efforts corporate level simple thing like fragile sticker customer makes us feel best care,,3
35389,2017-11-02,16:11:24,MichaelaSCurtis,Charles was GREAT !!!! @AmericanAir,0.7906,1.0,0.0,0.0,0.0,charles great,,1
35397,2017-11-02,16:03:01,lexlew,Wishing safe travels to @slew0 @BryceSchotz  as they travel on @AmericanAir to #Hawaii for their #HONEYMOON !!!!  #aloha,0.7156,1.0,0.0,0.0,0.0,wishing safe travels travel #hawaii #honeymoon #aloha,"['#hawaii', '#honeymoon', '#aloha']",2
35402,2017-11-02,15:59:09,only_heather,@AmericanAir ... I forgive you. Jim is great. And so is today’s flight staff.,0.7351,1.0,0.0,0.0,0.0,forgive jim great todays flight staff,,4
35415,2017-11-02,15:50:03,benfcova,"@AmericanAir Appreciate it. Best help for all of us would be to get us on a plane that doesn't require mid-operation, unscheduled maintenance. PHX, A1.",0.8625,1.0,0.0,0.0,0.0,appreciate best help us would get us plane does not require midoperation unscheduled maintenance phx a1,,0
35444,2017-11-02,15:22:55,Wine30Flight,Credit where due: Just had a really nice experience with @AmericanAir cust service once their Twitter team connected us! #travel #airlines,0.7171,1.0,0.0,0.0,0.0,credit due really nice experience customer service twitter team connected us #travel #airlines,"['#travel', '#airlines']",3
35448,2017-11-02,15:19:19,acjflyer,@AmericanAir - thankfully she was small enough for us to carry her on! Thanks for another great flight!,0.8856,1.0,0.0,0.0,0.0,thankfully small enough us carry thanks another great flight,,4
35449,2017-11-02,15:17:09,Srsamora,@AmericanAir - TY! AA gets it done and has compassion for their customers-AA changed my life today! Bless AA and the AA employees!!,0.8834,1.0,0.0,0.0,0.0,ty american airlines gets done compassion customersaa changed life today bless american airlines aa employees,,0
35462,2017-11-02,14:57:00,IndieCardboard,"@GamingRulesVids @InsertStrawHere @AmericanAir Let's hope the pilot doesn't read this and think, "" You, know, I bet she'd enjoy it if we did a barrel roll.""",0.7269,1.0,0.0,0.0,0.0,let us hope pilot does not read think know bet shed enjoy barrel roll,,1
35471,2017-11-02,14:47:52,GamingRulesVids,"@InsertStrawHere @AmericanAir it would be funny if the pilot of the plane read this and thought ""ok, just for you then."" :)",0.7096,1.0,0.0,0.0,0.0,would funny pilot plane read thought ok,,0
35472,2017-11-02,14:45:56,JTGenter,"Thanks for the laugh @AmericanAir. $2,645 for me to keep my EXP status even though I have enough EQD and will hit my EQM in 6 days. ",0.7579,1.0,0.0,0.0,0.0,thanks laugh keep exp status even though enough eqd hit eqm days,,2
35473,2017-11-02,14:44:57,Doctor_Hannah,@InsertStrawHere @AmericanAir Glad you got your assigned seat :P Have a good trip :),0.9008,1.0,0.0,0.0,0.0,glad got assigned seat good trip,,2
35476,2017-11-02,14:40:26,Lo_Schmidt,@AmericanAir the only thing nicer than the sunrise on my flight was crewmember Janice's kindness and professionalism on board!,0.7345,1.0,0.0,0.0,0.0,thing nicer sunrise flight crewmember janices kindness professionalism board,,4
35479,2017-11-02,14:37:41,MW55,Another wonderful @AmericanAir flight. The on time departure and arrival was convenient. The flight crew was possibly the friendliest ever,0.8074,1.0,0.0,0.0,0.0,another wonderful flight time departure arrival convenient flight crew possibly friendliest ever,,4
35492,2017-11-02,14:24:47,gencocoaching,"@AmericanAir Ok, thank you. I lost a working day due to your delays as well. Thank you",0.7184,1.0,0.0,0.0,0.0,ok thank lost working day due delays well thank,,2
35494,2017-11-02,14:20:48,little_aych,@AFShortie410 @AmericanAir AA loves military! I’m sure you’ll get an interview ️,0.7424,1.0,0.0,0.0,0.0,american airlines loves military i am sure you will get interview,,0
35510,2017-11-02,14:09:09,alison_pruett,@AmericanAir Right?! I wish I would have gotten his name because he definitely deserves an award or something,0.8478,1.0,0.0,0.0,0.0,right wish would gotten name definitely deserves award something,,1
35547,2017-11-02,13:27:05,melissachadburn,@AmericanAir I hope you they didn't also clean your cabins... because that could be a great security risk,0.722,1.0,0.0,0.0,0.0,hope did not also clean cabins could great security risk,,1
35556,2017-11-02,13:19:19,Delta,@Jnine11 @AmericanAir Awesome. Welcome aboard!  *ALY,0.8172,1.0,0.0,0.0,0.0,awesome welcome aboard aly,,2
35557,2017-11-02,13:18:44,RDUAirport,@jphysiol_eic @AmericanAir We love to hear it! Please nominate them for an airport customer service award:,0.8832,1.0,0.0,0.0,0.0,love hear please nominate airport customer service award,,3
35558,2017-11-02,13:18:41,USCGlennicus,Come on @AmericanAir - just got off a perfectly fine and clean A320 from DCA-CLT and now board this A320 to IAH??!!??,0.8819,1.0,0.0,0.0,0.0,come got perfectly fine clean a320 dcac board a320 iah,,4
35572,2017-11-02,12:50:04,LeeScholar,"@AmericanAir  we chose you to fly our dog home, and we got no help from your staff in the way of making this easier for us. Great job.",0.8338,1.0,0.0,0.0,0.0,chose fly dog home got help staff way making easier us great job,,0
35584,2017-11-02,12:39:13,pandabear1099,@AmericanAir Please tell her how amazing she is!!!,0.7891,1.0,0.0,0.0,0.0,please tell amazing,,1
35585,2017-11-02,12:38:54,pandabear1099,"Didn’t know had to get an eta for CA, but Gloria at Philly airport is the most helpful, wonderful, patient person ever! @AmericanAir",0.8979,1.0,0.0,0.0,0.0,did not know get eta ca gloria philly airport helpful wonderful patient person ever,,4
35594,2017-11-02,12:19:30,JoAnn_Gregoli,@AmericanAir simply amazing your the best ever in customer service. Thank you so much for taking care of my refund situation.,0.9287,1.0,0.0,0.0,0.0,simply amazing best ever customer service thank much taking care refund situation,,3
35599,2017-11-02,12:13:29,ImNotSnoopDogg,"Never thought I’d say this, but I’d like to thank @AmericanAir for introducing me to the new love of my life, @lotusbiscoff #loveatfirstbite",0.9231,1.0,0.0,0.0,0.0,never thought i would say i would like thank introducing new love life #loveatfirstbite,['#loveatfirstbite'],1
35614,2017-11-02,11:52:20,ecm_242,"@AmericanAir Thank you very much. Thanks to the crew too (LHR 18.35 flight overnight), they were fab and looked after us v well. ",0.8683,1.0,0.0,0.0,0.0,thank much thanks crew 1 hour flight overnight fab looked us well,,4
35619,2017-11-02,11:47:06,ecm_242,Fairplay @AmericanAir Very smooth and enjoyable flight from LHR to NYC. Arrived safe and sound for @nycmarathon eeek!! ,0.7682,1.0,0.0,0.0,0.0,fairplay smooth enjoyable flight 1 hour nyc arrived safe sound eeek,,2
35623,2017-11-02,11:41:38,amypaffrath,Props to the @AmericanAir staff at #MSY for being so helpful.  Especially Kay.  She's good people #thankyou #travel #customerservice ️,0.777,1.0,0.0,0.0,0.0,props staff #msy helpful especially kay she is good people #thankyou #travel #customerservice,"['#msy', '#thankyou', '#travel', '#customerservice']",4
35642,2017-11-02,11:02:40,MichaelaSCurtis,Happy to be back w @AmericanAir  Another friendly crew. #ThankYOU,0.7845,1.0,0.0,0.0,0.0,happy back another friendly crew #thankyou,['#thankyou'],4
35645,2017-11-02,10:59:46,jphysiol_eic,A massive shout out to the lovely lady at @AmericanAir arrivals lounge at LHR who escorted me back to bag hall &amp; made sure I got my bag back,0.7269,1.0,0.0,0.0,0.0,massive shout lovely lady arrivals lounge 1 hour escorted back bag hall and made sure got bag back,,4
35647,2017-11-02,10:58:47,CS_Darrow,"@OneMileataTime Congratulations to @AmericanAir for the great review, and congratulations to the great staff who helped earn it.",0.9517,1.0,0.0,0.0,0.0,congratulations great review congratulations great staff helped earn,,4
35656,2017-11-02,10:31:54,DPLeatherwood,"Thanks @AmericanAir, loving the leg room in coach!",0.7959,1.0,0.0,0.0,0.0,thanks loving leg room coach,,4
35662,2017-11-02,10:16:24,jkoneman,"@dredbeveridge @AmericanAir @TitosVodka Looks like we'll be passing each other.  We leave Austin for London on Saturday.  @TitosVodka is the best, I use it for making extracts.  Being local is kinda cool too.",0.818,1.0,0.0,0.0,0.0,looks like well passing leave austin london saturday best use making extracts local kinda cool,,4
35667,2017-11-02,10:07:48,Colin_UK_GB,@OneMileataTime hopefully @AmericanAir will launch their own superior international service on this route,0.7351,1.0,0.0,0.0,0.0,hopefully launch superior international service route,,3
35678,2017-11-02,09:21:09,EmilyCHomer,@AmericanAir I've been waiting for a response on an enquiry Ref 1-25391022367. It's over a month now. Please can you help? It's now urgent.,0.7003,1.0,0.0,0.0,0.0,i have waiting response enquiry ref month please help urgent,,0
35679,2017-11-02,09:20:05,burjbabe,@AmericanAir @British_Airways @alex_cruz #lostbag since Oct 19 in Miami.  AA say BA have it.  BA say AA have it. ALL BA tel help numbers unhelpful.  AA please reply to emails.  My bag had phone inside.  AA called from it to locate me.  Someone must remember. Help.,0.7717,1.0,0.0,0.0,0.0,#lostbag since october miami american airlines say ba ba say american airlines ba tel help numbers unhelpful american airlines please reply emails bag phone inside american airlines called locate someone must remember help,['#lostbag'],0
35681,2017-11-02,09:09:37,kiasuchick,@AmericanAir Thanks! Hopefully the rest of the flight goes smoothly.,0.7088,1.0,0.0,0.0,0.0,thanks hopefully rest flight goes smoothly,,0
35682,2017-11-02,09:08:44,kiasuchick,@AmericanAir Please can you pass this feedback on? We need to highlight the good and the bad so the airline gets better.,0.7184,1.0,0.0,0.0,0.0,please pass feedback need highlight good bad airline gets better,,0
35700,2017-11-02,07:35:57,mrclippy,@AmericanAir check in IT issues at Heathrow this morning. Your staff doing fantastic job of managing situation. Nice Work!,0.7712,1.0,0.0,0.0,0.0,check issues heathrow morning staff fantastic job managing situation nice work,,4
35702,2017-11-02,07:32:57,Hunter95410,"@djoliversmith @AmericanAir @iBluestone Wow what a low-key way to promote your track, hats off to you Mister :D",0.8868,1.0,0.0,0.0,0.0,wow lowkey way promote track hats mister,,1
35712,2017-11-02,06:50:53,RabidTerrier,@AmericanAir your captain did an amazing job making a critical call to divert.  Even after he's keeping us all in the loop. Great Job by all,0.765,1.0,0.0,0.0,0.0,captain amazing job making critical call divert even he is keeping us loop great job,,1
35717,2017-11-02,06:37:17,DeltaBravoPhoto,@AmericanAir Any chance you wanna put me on that last Dash Ocho flight on the 29th? Y'all already know how great my photos are ,0.7269,1.0,0.0,0.0,0.0,chance wanna put last dash ocho flight you all already know great photos,,1
35730,2017-11-02,06:03:32,kiasuchick,@AmericanAir Awesome. We are on our way to the airport now. Thanks so much!,0.807,1.0,0.0,0.0,0.0,awesome way airport thanks much,,4
35741,2017-11-02,05:40:58,smccannjr,@Give2UM @AmericanAir @CanesFootball @MiamiHurricanes That guy... []_[] —&gt;   the best is the look of the the lady next to this guy giving the Utah hand gesture and not The U.,0.8689,1.0,0.0,0.0,0.0,guy — best look lady next guy giving utah hand gesture,,0
35755,2017-11-02,04:59:06,pansity,@JohnBarrowman @AmericanAir Have a wonderful productive time. May any projects you're working on get finalized. And make sure you take @naoko_mori  out for dinner!,0.7424,1.0,0.0,0.0,0.0,wonderful productive time may projects you are working get finalized make sure take dinner,,4
