,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
2870,2017-10-31,14:37:31,coronapapi14,Possibly the worse airline in the world @united never flying with them again,-0.4767,0.0,0.0,0.0,1.0,possibly worse airline world never flying,,4
2879,2017-10-31,14:24:37,TrisdenAubrey,I'm so fucking hot bruh. Like I have sit in the airport for 6+ hours because y'all fucked up. Nah run me my fucking money @united,-0.4654,0.0,0.0,0.0,1.0,i am fucking hot bruh like sit airport hours you all fucked nah run fucking money,,0
2882,2017-10-31,14:20:56,notcreed,@united Apparently a lot of people say this error comes up for them no matter what flight they try and upgrade.,-0.6399,0.0,0.0,0.0,1.0,apparently lot people say error comes matter flight try upgrade,,2
2884,2017-10-31,14:18:29,Krankier,@AirlinesDotOrg @united Be damn sure your costume indicates the wearer is a white Christian or you’ll be thrown off by the pilot/crew and arrested.,-0.5423,0.0,0.0,0.0,1.0,damn sure costume indicates wearer white christian you will thrown pilotcrew arrested,,0
2887,2017-10-31,14:17:21,TrisdenAubrey,On everything fuck @united,-0.5423,0.0,0.0,0.0,1.0,everything fuck,,4
2900,2017-10-31,13:35:08,cgorange,@united @united_1k United P.S. is the ass cancer of US coast to coast business air travel @thepointsguy,-0.7269,0.0,0.0,0.0,1.0,united ps ass cancer us coast coast business air travel,,4
2905,2017-10-31,13:27:56,Iamdinnj,@united another crappy experience yesterday. Sat on plane in Chicago for over an hour and damaged luggage where I’m getting run around.,-0.7579,0.0,0.0,0.0,1.0,another crappy experience yesterday sat plane chicago hour damaged luggage i am getting run around,,4
2911,2017-10-31,13:16:19,tardomatic,@united Will you do one where you show the facility used to train your customer service staff to be assholes to everyone?,-0.5859,0.0,0.0,0.0,1.0,one show facility used train customer service staff assholes everyone,,3
2915,2017-10-31,13:01:26,johnm0100,@united. On UA1749. AC outlets spits out plug. As stated second plane same this week for me. Any tips? Tried changing cords. Nothing. Sad.,-0.4767,0.0,0.0,0.0,1.0,ua1749 ac outlets spits plug stated second plane week tips tried changing cords nothing sad,,4
2917,2017-10-31,12:57:56,johnm0100,@united 2x on flite this week ac outlets spit out my phone cord plug. No charging. Bad. Crazy. On another flight tomorrow. We'll see. bad!,-0.8977,0.0,0.0,0.0,1.0,flite week ac outlets spit phone cord plug charging bad crazy another flight tomorrow well see bad,,4
2924,2017-10-31,12:49:24,nikhilanand03,"@united @staralliance Recently travelled by ua49, extremely poor service, food pathetic, was served almost close to dried-up food.",-0.796,0.0,0.0,0.0,1.0,recently travelled ua49 extremely poor service food pathetic served almost close driedup food,,3
2960,2017-10-31,11:05:21,falling_flower,@united My husband's flight was delayed and missed our son's first Halloween,-0.4767,0.0,0.0,0.0,1.0,husbands flight delayed missed sons first halloween,,0
2962,2017-10-31,10:57:56,carli_stehle,@united I fly the LHR-SFO often and I’ve never had such a great flight as the one I’m on this morning! ,-0.5553,0.0,0.0,0.0,1.0,fly lhrsfo often i have never great flight one i am morning,,1
2963,2017-10-31,10:50:16,_MisEllis_,"@united is definitely going to hear from me for this unacceptable service, inefficiency and absolutely waste of my time",-0.5984,0.0,0.0,0.0,1.0,definitely going hear unacceptable service inefficiency absolutely waste time,,1
2975,2017-10-31,10:06:35,Adam5365,@united UA 3501. Leaving detroit at 6:55 on 10/29. I spent the day at the airport with my daughter and then was forced to rent a car.,-0.4588,0.0,0.0,0.0,1.0,ua leaving detroit spent day airport daughter forced rent car,,2
2977,2017-10-31,09:58:30,marketvoyeur,@twobitidiot @united Awful - won’t fly them ever again,-0.4588,0.0,0.0,0.0,1.0,awful will not fly ever,,1
2981,2017-10-31,09:34:03,ayostunts,@united Airlines is officially on my shit list airlines now. ‍️,-0.5574,0.0,0.0,0.0,1.0,airlines officially shit list airlines ️,,1
3012,2017-10-31,08:09:58,ocdecio,@united wants to sell seats together for $200 each. Wife won't be happy,-0.4585,0.0,0.0,0.0,1.0,wants sell seats together wife will not happy,,2
3027,2017-10-31,07:41:25,falling_flower,Ugh Bone's flight is delayed. @united what the heck ,-0.5719,0.0,0.0,0.0,1.0,ugh bones flight delayed heck,,0
3033,2017-10-31,07:11:18,LisaWhi11490043,So frustrated with @United Airlines!  I have gold status &amp; they gave away my reserved seat! Found change at check-in. Unacceptable! #united,-0.821,0.0,0.0,0.0,1.0,frustrated airlines gold status and gave away reserved seat found change checkin unacceptable #united,['#united'],2
3043,2017-10-31,05:30:55,MuitoFina,Yikes! @united stealing from its passengers?? #flythetheftyskies,-0.6544,0.0,0.0,0.0,1.0,yikes stealing passengers #flythetheftyskies,['#flythetheftyskies'],1
3048,2017-10-31,05:13:51,DenverZeppo,I had no idea an airline could suck as bad as @SpiritAirlines. Congrats to @united! At least Spirit is cheap and I expect them to suck.,-0.7712,0.0,0.0,0.0,1.0,idea airline could suck bad congrats least spirit cheap expect suck,,4
3051,2017-10-31,05:09:37,jessicablois,"@united I’m having trouble: when I view my reservation online, I see that my KTN is entered correctly. But no precheck on boarding passes!",-0.636,0.0,0.0,0.0,1.0,i am trouble view reservation online see ktn entered correctly precheck boarding passes,,1
3052,2017-10-31,05:03:37,PSNMvsKFC,@united Been stood in for half an hour. My family is outraged (3),-0.5423,0.0,0.0,0.0,1.0,stood half hour family outraged,,0
3053,2017-10-31,05:03:02,PSNMvsKFC,@united And we had the rudest guy possible and didn't offer any such thing so now we're in a customer service queue which we've already (2),-0.5423,0.0,0.0,0.0,1.0,rudest guy possible did not offer thing customer service queue weve already,,3
3055,2017-10-31,05:02:27,PSNMvsKFC,@united No the flight has now actually been cancelled. We've just spoke to a family who had been offereded reserves for the next flight (1),-0.4939,0.0,0.0,0.0,1.0,flight actually cancelled weve spoke family offereded reserves next flight,,2
3057,2017-10-31,05:01:39,DenverZeppo,Just miserable @united. Just freaking miserable. This flight is now way late and I’ve missed my connection. #1613 #NeverAgain,-0.886,0.0,0.0,0.0,1.0,miserable freaking miserable flight way late i have missed connection #1613 #neveragain,"['#1613', '#neveragain']",0
3084,2017-10-31,04:14:31,MariHarren,My poor MIL has had one delayed flight and now a cancelled flight! Thanks for ruining my daughters Halloween @united! ,-0.6892,0.0,0.0,0.0,1.0,poor mil one delayed flight cancelled flight thanks ruining daughters halloween,,0
3089,2017-10-31,04:01:46,LWEBoyd,Oh no @united ! Your Tapas Snack box lists ‘natural finger flavor’ as an ingredient! 🤢,-0.4184,0.0,0.0,0.0,1.0,oh tapas snack box lists natural finger flavor ingredient,,1
3092,2017-10-31,03:59:06,PSNMvsKFC,@united your employees attitude towards our complains is disgusting. Delayed flight with infant and little help,-0.6697,0.0,0.0,0.0,1.0,employees attitude towards complains disgusting delayed flight infant little help,,0
3093,2017-10-31,03:58:13,therealmikedean,@united thanks for the reply to my friend who’s bag u lost then basically ruined. Should replace @slippitty bicycle bag. This reply is bad,-0.4215,0.0,0.0,0.0,1.0,thanks reply friend who is bag lost basically ruined replace bicycle bag reply bad,,2
3097,2017-10-31,03:49:49,byajperez,"For some reason, @united's wifi won't let me check out the @dallascowboys official website. Hmm. I sense a conspiracy.",-0.5267,0.0,0.0,0.0,1.0,reason wifi will not let check official websitesense conspiracy,,2
3098,2017-10-31,03:46:33,HillRabbit,.... Aaannnd rounding out the day with a trifecta!  Some really nasty flight attendants on two-hour-late @united !!  🤢,-0.6974,0.0,0.0,0.0,1.0,aaannnd rounding day trifecta really nasty flight attendants twohourlate,,0
3118,2017-10-31,03:17:16,capsourceinc,"Today I had a terrible encounter with @united. My brother came to visit us with my 14 month old niece, and at check in.",-0.4767,0.0,0.0,0.0,1.0,today terrible encounter brother came visit us month old niece check,,2
3119,2017-10-31,03:16:53,cgur17,@united rates are outrageous for a family of 4 to fly to cabo for Spring Break. Why????,-0.6072,0.0,0.0,0.0,1.0,rates outrageous family fly cabo spring break,,4
3120,2017-10-31,03:16:30,brooklynn_98,Delta is the worst airline. Sorry I betrayed you @united,-0.8555,0.0,0.0,0.0,1.0,dea worst airline sorry betrayed,,4
3133,2017-10-31,02:57:04,MichaelJVillar,@united why have me pick my seats if you're going 2 change them? Plus the people you have working the check in at Newark were horrible today,-0.5423,0.0,0.0,0.0,1.0,pick seats you are going change plus people working check newark horrible today,,2
3143,2017-10-31,02:44:28,MichaelTraverso,"@ChaseSupport I've already called and #cancelled my @united milleage plus card. Horrible airline, poor customer service, website, ap, all of it.",-0.765,0.0,0.0,0.0,1.0,i have already called #cancelled milleage plus card horrible airline poor customer service website ap,['#cancelled'],3
3148,2017-10-31,02:28:36,schlouch,A nearly empty @united 787-9 from SIN-LAX. Not complaining. Not complaining at all.,-0.5267,0.0,0.0,0.0,1.0,nearly empty sinlax complaining complaining,,0
3159,2017-10-31,02:15:48,Jyousif0502,@AnielloA @AirCanada @united Sounds awful - at least you're traveling,-0.4588,0.0,0.0,0.0,1.0,sounds awful least you are traveling,,1
3160,2017-10-31,02:14:09,Akua_noQ,Booked the wrong travel dates for a wedding in Miami. Biggest mistake? Flying @united. #ChangeFees #SouthwestFTW #PlusFreeBags,-0.6705,0.0,0.0,0.0,1.0,booked wrong travel dates wedding miami biggest mistake flying #changefees #southwestftw #plusfreebags,"['#changefees', '#southwestftw', '#plusfreebags']",4
3162,2017-10-31,02:12:11,Culturedropout,"@hemantmehta @united Could be worse.  You could be on Delta.  They'd beat you up, steal your snack, and throw you off the plane...",-0.743,0.0,0.0,0.0,1.0,could worse could dea they would beat steal snack throw plane,,4
3164,2017-10-31,02:07:20,ItsDollyCouture,@united is the worst airline with they shitty ass employees !,-0.9098,0.0,0.0,0.0,1.0,worst airline shitty ass employees,,4
3186,2017-10-31,01:46:06,ViaTheSunDerek,@AshleyClose @united Seriously? That's awful. Sorry to see that. Get your shit together @united,-0.8225,0.0,0.0,0.0,1.0,seriously thats awful sorry see get shit together,,1
3192,2017-10-31,01:38:17,tweetsbykaitlyn,@united 2065. This is a really disappointing experience- tomorrow is going to be a sleepy day at work! #badendtovacation,-0.5838,0.0,0.0,0.0,1.0,really disappointing experience tomorrow going sleepy day work #badendtovacation,['#badendtovacation'],2
3202,2017-10-31,01:34:58,tweetsbykaitlyn,@united sitting at IND while our flight is delayed 3+ hours WHILE THE PLANE AND PILOTS ARE SITTING HERE. Worst flight experience ever.,-0.7184,0.0,0.0,0.0,1.0,sitting ind flight delayed hours plane pilots sitting worst flight experience ever,,0
3205,2017-10-31,01:34:09,Itzgravvy_,@united your front desk reps suck major fucking cocks. Almost made me miss my flight and all.,-0.5,0.0,0.0,0.0,1.0,front desk reps suck major fucking cocks almost made miss flight,,4
3212,2017-10-31,01:30:46,clotheshorse90,@united  not cool totally not cool,-0.4449,0.0,0.0,0.0,1.0,cool totally cool,,0
3254,2017-10-31,00:42:09,juicereddi,@united what is wrong with your website?,-0.4767,0.0,0.0,0.0,1.0,wrong website,,2
3262,2017-10-31,00:32:16,D_miles30,"@united To bad my bags not on it ! # just waiting for my 2nd delayed flight back to Seattle,",-0.69,0.0,0.0,0.0,1.0,bad bags waiting delayed flight back seattle,,0
3273,2017-10-31,00:25:04,top_pix,@united It was the first class cabin bathroom door also to make matters worse there was no meal to be offered the flight attendant said they had problems with the caterer. Here's a picture of sticky stuff on the wall in front of me and pretzels on my seat when I boarded it was terrible,-0.875,0.0,0.0,0.0,1.0,first class cabin bathroom door also make matters worse meal offered flight attendant said problems caterer here is picture sticky stuff wall front pretzels seat boarded terrible,,2
3274,2017-10-31,00:24:21,ChuckCaruso,"@hemantmehta @united When they put out the ""we're sorry"" basket, you gotta RUN at that fucker.",-0.6808,0.0,0.0,0.0,1.0,put sorry basket gotta run fucker,,1
3276,2017-10-31,00:24:02,dustyhoffman,"@united I’ve tried to talk to you guys and nobody wants to make it right.  I tried face2face, I’ve tried by phone, bumped, late, now a broken plane",-0.4767,0.0,0.0,0.0,1.0,i have tried talk guys nobody wants make right tried face2face i have tried phone bumped late broken plane,,4
3281,2017-10-31,00:20:57,Merozay23,@united is literally the worst airline ever. I just got yelled by a flight attendant b/c I asked someone to move from the seat I paid for.,-0.6249,0.0,0.0,0.0,1.0,literally worst airline ever got yelled flight attendant bc asked someone move seat paid,,4
3284,2017-10-31,00:19:07,D_miles30,@united why do you always make my Tummy hurt #frequentflyer #mileageplusmember # #flyersmatter #SanFrancisco  #MondayMotivation,-0.5267,0.0,0.0,0.0,1.0,always make tummy hurt #frequentflyer #mileageplusmember #flyersmatter #sanfrancisco #mondaymotivation,"['#frequentflyer', '#mileageplusmember', '#flyersmatter', '#sanfrancisco', '#mondaymotivation']",1
3305,2017-10-30,23:53:13,imadeitcool,@united FUCK YALL. NEVER AGAIN.,-0.6408,0.0,0.0,0.0,1.0,fuck you all never,,4
3307,2017-10-30,23:51:24,_mio,"*nothing* is more painful than flying with @united - worst airline, worst service, pettiest staff🤦‍️🤦‍️🤦‍️",-0.9286,0.0,0.0,0.0,1.0,nothing painful flying worst airline worst service pettiest staff🤦️🤦️🤦️,,4
3311,2017-10-30,23:47:32,ChistormWoW,"@united Flight 460 to SFO been delayed an hour, employees leaving everyone in dark. Late attendants because napping. Prettt horrible CS imo",-0.6597,0.0,0.0,0.0,1.0,flight sfo delayed hour employees leaving everyone dark late attendants napping prettt horrible cs imo,,0
3318,2017-10-30,23:43:17,dustyhoffman,"@united Really, really unhappy with your service and your customer service. Zero customer service. In person and by phone. Missed flights!!",-0.7315,0.0,0.0,0.0,1.0,really really unhappy service customer service zero customer service person phone missed flights,,3
3319,2017-10-30,23:42:43,autumnmonroe,Sorry @delta cheated @United and they SUCK even @Starbucks was wack. #illbefaithful #wonthappenagain #deltahasbestcustomerservice,-0.8038,0.0,1.0,0.0,1.0,sorry cheated suck even wack #illbefaithful #wonthappenagaineahasbestcustomerservice,"['#illbefaithful', '#wonthappenagaineahasbestcustomerservice']",4
3325,2017-10-30,23:32:57,mags2198,"@united Flight cancelled due to mech prob, no flights til tomorrow so extra expenses for me but no compensation or even an upgrade?!",-0.636,0.0,0.0,0.0,1.0,flight cancelled due mech prob flights til tomorrow extra expenses compensation even upgrade,,2
3329,2017-10-30,23:26:47,lampshade_music,Remind me to never travel by plane again... it’s always a trap for an awful experience. Way to go @Delta and @united for making me never want to travel again.,-0.6728,0.0,1.0,0.0,1.0,remind never travel plane always trap awful experience way go making never want travel,,4
3334,2017-10-30,23:16:04,thenuka,@CalgaryLankan @united Oh no! That’s a long flight to be stuck in with bad food. I’ve found food in @emirates @flysrilankan and @qatarairways is awesome!,-0.4912,0.0,0.0,0.0,1.0,oh thats long flight stuck bad food i have found food awesome,,4
3335,2017-10-30,23:14:14,Hector_OG,@united in LAX fucking sucks,-0.4201,0.0,0.0,0.0,1.0,lax fucking sucks,,1
3362,2017-10-30,22:47:52,BTayO,@united turning into @SpiritAirlines with crazy charges and crappy service,-0.7964,0.0,0.0,0.0,1.0,turning crazy charges crappy service,,3
3368,2017-10-30,22:42:20,donniethebird,"@united It shouldn’t be a customer to customer basis! Just get it right for everyone...from boarding to in-flight to landing. Rude, unorganized, etc",-0.5093,0.0,0.0,0.0,1.0,shouldnt customer customer basis get right everyonefrom boarding inflight landing rude unorganized etc,,3
3369,2017-10-30,22:42:13,janetdiato,@united 40 mins late &amp; counting...on the second leg of the trip. The original trip was delayed as well. Plus no movies/wifi. Horrible experience!!!,-0.6219,0.0,0.0,0.0,1.0,minutes late and countingon second leg trip original trip delayed well plus movieswifi horrible experience,,0
3378,2017-10-30,22:22:05,janetdiato,@united is the worst!! I just want to get home. Delays at every stage of the trip is not cool ️,-0.7466,0.0,0.0,0.0,1.0,worst want get home delays every stage trip cool,,4
3399,2017-10-30,21:58:00,SQLFlipFlopsDBA,"@united I can understand if a wheel is damaged or a handle is ripped, but the handle can’t even pull out to lock in place due to how bad the bend is",-0.7717,0.0,0.0,0.0,1.0,understand wheel damaged handle ripped handle can not even pull lock place due bad bend,,4
3405,2017-10-30,21:52:38,febaio,"@united what happened w UA561 this morning at 7:45?Cancelled w/o notification. No reimbursement,no apologies, no food. RE-booked for 6:30pm?",-0.5803,0.0,0.0,0.0,1.0,happened ua561 morning wo notification reimbursementno apologies food rebooked,,2
3415,2017-10-30,21:41:30,D_southerngent,@united Bad enough I was about to pay $701 for a 1hr and 45 minute flight,-0.5994,0.0,0.0,0.0,1.0,bad enough pay minute flight,,4
3422,2017-10-30,21:30:48,ronrouz,Last time I ever fly @united. Your attendant just told me it was known it'd be delayed 2 HOURS ago and no update until I'm at the gate,-0.4767,0.0,0.0,0.0,1.0,last time ever fly attendant told known itd delayed hours ago update i am gate,,0
3425,2017-10-30,21:28:37,D_southerngent,"@united will never fly you again. If I cant be guaranteed a price after I choose my flight, then thats worthless.",-0.4404,0.0,0.0,0.0,1.0,never fly can not guaranteed price choose flight thats worthless,,1
3428,2017-10-30,21:26:17,D_southerngent,"@united you lost a customer that flies 3 times a month, mostly international. Was quoted a price, error when i went to purchase, $150 more!",-0.6476,0.0,0.0,0.0,1.0,lost customer flies times month mostly international quoted price error went purchase,,3
3432,2017-10-30,21:22:22,letsgoskatepool,@united Thankfully it was just a scare due to a short lived problem on the runaway at IAH (and Wi-Fi was only out 5 min),-0.4767,0.0,0.0,0.0,1.0,thankfully scare due short lived problem runaway iah wifi min,,2
3446,2017-10-30,21:11:14,CalgaryLankan,"I flew @united inaugural UA38 SIN LAX. Ceremony, aircraft &amp; inflight ent. system is great! BUT food, cabin service WIFI is VERY POOR #PaxEx",-0.848,0.0,0.0,0.0,1.0,flew inaugural ua38 sin lax ceremony aircraft and inflight ent system great food cabin service wifi poor #paxex,['#paxex'],3
3448,2017-10-30,21:10:34,kesilk,Currently boycotting @united because they are a poor airline and I WILL NOT PAY MORE FOR A CARRY-ON,-0.7865,0.0,0.0,0.0,1.0,currently boycotting poor airline pay carry on,,2
3456,2017-10-30,21:04:00,happyasskira,fuck @united airlines they suck ass,-0.872,0.0,0.0,0.0,1.0,fuck airlines suck ass,,4
3459,2017-10-30,21:01:21,_Tropp,You guys are really in a crisis at San Fran airport  @united Almost a 3 hour delay. I could have driven if I wanted to wait this long,-0.7506,0.0,0.0,0.0,1.0,guys really crisis san fran airport almost hour delay could driven wanted wait long,,0
3460,2017-10-30,20:58:04,maybemarissa,"@United If you’re going to keep delaying flight 1820, can your attendants at least announce it &amp; explain? A nearly 3 hr delay is ridiculous.",-0.5859,0.0,0.0,0.0,1.0,you are going keep delaying flight attendants least announce and explain nearly hr delay ridiculous,,0
3464,2017-10-30,20:52:29,_Tropp,YOU’RE KILLING ME SMALLS! GET IT TOGETHER @united,-0.7525,0.0,0.0,0.0,1.0,you are killing smalls get together,,2
3465,2017-10-30,20:51:50,EuroDelays,@underwatergeek @PlaneSpotIsCool @united I have a block for such conceptions in my brain,-0.4404,0.0,0.0,0.0,1.0,block conceptions brain,,4
3470,2017-10-30,20:47:25,DocOnDev,"@Delta - This @United 1k isn't happy. ""Customer Service"" just rebooked me in economy on flight where I was already paid/booked 1st class.",-0.4585,0.0,1.0,0.0,1.0,is not happy customer service rebooked economy flight already paidbooked class,,3
3473,2017-10-30,20:43:05,CalgaryLankan,@united The inaugural UA38 SIN - LAX flew closer to 10K miles,-0.6523,0.0,0.0,0.0,1.0,inaugural ua38 sin lax flew closer miles,,1
3479,2017-10-30,20:37:15,MichaelTraverso,@united ailines WORST customer service agents in #history of business. #neveragain will I fly your airline,-0.7034,0.0,0.0,0.0,1.0,ailines worst customer service agents #history business #neveragain fly airline,"['#history', '#neveragain']",3
3488,2017-10-30,20:21:07,ClaireKathArm,@united when are you going to stop ripping people off? Seriously!,-0.4926,0.0,0.0,0.0,1.0,going stop ripping people seriously,,1
3493,2017-10-30,20:13:31,jfg2003,"Another day, another degradation of @United cust service. Weds will see more mileage devaluations. Add that to new narrower seats. #fail",-0.5267,0.0,0.0,0.0,1.0,another day another degradation customer service weds see mileage devaluations add new narrower seats #fail,['#fail'],3
3499,2017-10-30,20:05:15,georgevhulme,".@United Airlines uses @Tibco to reduce flight delay pain, writes @mitchwagner on @ECloudNews",-0.6808,0.0,0.0,0.0,1.0,united airlines uses reduce flight delay pain writes,,0
3509,2017-10-30,19:50:42,walke323,@United &amp; @Hertz are absolute worst!! Submitted status match promo on 10/13. 17 days &amp; 6 phone calls later: still no match and no clue! ,-0.8547,0.0,0.0,0.0,1.0,and absolute worst submitted status match promo days and phone calls later still match clue,,4
3526,2017-10-30,19:32:30,donniethebird,Flying @united today and already regretting it...now I remember why I’m always a @SouthwestAir guy,-0.4019,0.0,0.0,1.0,1.0,flying today already regretting itnow remember i am always guy,,4
3529,2017-10-30,19:22:09,StarpowerHenry,"@united Please ditch the Spanish Paella in domestic First. Simply put, it is not good! Feel free to bring back the chicken curry!",-0.5255,0.0,0.0,0.0,1.0,please ditch spanish paella domestic first simply put good feel free bring back chicken curry,,4
3530,2017-10-30,19:20:48,JMC145,@Jason92Adams @united @LindsAdams07 This is getting worse and worse. She’s so confused and lost. Doesn’t know who’s responsible for her: @British_Airways Or @Lufthansa_USA,-0.8425,0.0,0.0,0.0,1.0,getting worse worse she is confused lost does not know who is responsible,,2
3531,2017-10-30,19:20:46,KLJDavis,@sallykohn @united Its called  You never have to be booked in a crappy seat again.,-0.5574,0.0,0.0,0.0,1.0,called never booked crappy seat,,2
3545,2017-10-30,19:07:38,wannabpainter,"@united I understand weather delays, but the gate agents are screaming and being downright rude to passengers. Flying out of LGA",-0.8126,0.0,0.0,0.0,1.0,understand weather delays gate agents screaming downright rude passengers flying lga,,2
3547,2017-10-30,19:05:16,Jason92Adams,@JMC145 @united @LindsAdams07 That’s so terrible! Poor Mom...trip of a lifetime,-0.8254,0.0,0.0,0.0,1.0,thats terrible poor momtrip lifetime,,1
3549,2017-10-30,19:03:34,JMC145,@Jason92Adams @united @LindsAdams07 Currently no. Tour group says they’ll have to try to meet up with her in Malta instead of Athens. Buts it’s really difficult to get there,-0.6115,0.0,0.0,0.0,1.0,currently tour group says they will try meet maa instead athens buts really difficu get,,2
3550,2017-10-30,19:01:43,idrawgoodart,"#inktober day 29: #UNITED. On April 9, Dr. David Dao was “re-accommodated” off of @united flight 3411. He suffered a concussion, broken nose, and missing teeth.",-0.8176,0.0,0.0,0.0,1.0,#inktober day #united april dr david dao reaccommodated flight suffered concussion broken nose missing teeth,"['#inktober', '#united']",0
3552,2017-10-30,19:01:24,DCxViper,@BrizzyVoices @united This is why i hate flying,-0.5719,0.0,0.0,0.0,1.0,hate flying,,4
3556,2017-10-30,18:59:05,chrisveigt,"@united hey, trying to check in my flight and getting an Internal server error every time I try!",-0.4574,0.0,0.0,0.0,1.0,hey trying check flight getting internal server error every time try,,1
3559,2017-10-30,18:53:49,katiehoffman7,@united @united your customer service is on FIRE today!! This is so absurd!!,-0.6487,0.0,0.0,0.0,1.0,customer service fire today absurd,,3
3567,2017-10-30,18:48:33,wannabpainter,"Including spirit, @united is by far the ABSOLUTE worst airlines I've ever flown. No wonder there are so many scandals #neveragain #gfy",-0.8434,0.0,0.0,0.0,1.0,including spirit far absolute worst airlines i have ever flown wonder many scandals #neveragain #gfy,"['#neveragain', '#gfy']",4
3571,2017-10-30,18:47:03,ctutt3,"@united, hard to believe no luggage yet for @emeliabird in Berlin 48hrs with no luggage! #customerservicesucks",-0.6239,0.0,0.0,0.0,1.0,hard believe luggage yet berlin luggage #customerservicesucks,['#customerservicesucks'],2
3583,2017-10-30,18:39:49,letsgoskatepool,Two scary messages on this flight. @UnitedFlyerHD @AirlineFlyer  #Travel Chill @united it's not Halloween yet!,-0.5411,0.0,0.0,0.0,1.0,two scary messages flight #travel chill halloween yet,['#travel'],2
3586,2017-10-30,18:38:05,gintas852123,@BrizzyVoices @united OMG thet suck you are hungry,-0.4404,0.0,0.0,0.0,1.0,omg thet suck hungry,,4
3597,2017-10-30,18:26:41,ed_guidry,"@united Yes I did. They located it in Houston and I get updates texted, but they all say they are still trying to locate it. Very upset right now.",-0.4569,0.0,0.0,0.0,1.0,yes located houston get updates texted say still trying locate upset right,,2
3604,2017-10-30,18:18:11,DarthNerdius,@united get it together. Delay after delay. Im about to miss my connecting flight bc of yet another delay.,-0.7579,0.0,0.0,0.0,1.0,get together delay delay i am miss connecting flight bc yet another delay,,0
3606,2017-10-30,18:17:20,katiehoffman7,"@united @united I understand things happen, but my main issue all day has been the lack of customer service. It's absolutely unacceptable.",-0.8121,0.0,0.0,0.0,1.0,understand things happen main issue day lack customer service absolutely unacceptable,,3
3607,2017-10-30,18:15:22,SQLFlipFlopsDBA,@united “We don’t cover damage to wheels or handles” even though the bar is protruding up through my suitcase rendering it unusable.,-0.4939,0.0,0.0,0.0,1.0,do not cover damage wheels handles even though bar protruding suitcase rendering unusable,,2
3612,2017-10-30,18:06:46,JMC145,"After 7 hours at airport yesterday, and 9 so far today, My Mother is about to be screwed by @united on a lifetime trip to Greece. ",-0.4939,0.0,0.0,0.0,1.0,hours airport yesterday far today mother screwed lifetime trip greece,,0
3614,2017-10-30,18:03:24,bpalacios04,"@vernglenn @united And the raiders lost!!! Sorry Vern, rough weekend still hasn’t ended for you",-0.5386,0.0,0.0,0.0,1.0,raiders lost sorry vern rough weekend still has not ended,,1
3615,2017-10-30,18:02:31,dodgerzfan1220,@RedwoodSoul @united @SingaporeAir Wrong. Those were discontinued in 2013.,-0.4767,0.0,0.0,0.0,1.0,wrong discontinued,,2
3616,2017-10-30,18:02:28,kbh04,@katiehoffman7 @united They are the absolute worst airline.,-0.6249,0.0,0.0,0.0,1.0,absolute worst airline,,4
3617,2017-10-30,18:02:25,SQLFlipFlopsDBA,Gotta buy a new suitcase since @united bent the bars for ext. handle so bad I can’t raise or lower it. Ugh.,-0.8588,0.0,0.0,0.0,1.0,gotta buy new suitcase since bent bars ext handle bad can not raise lower ugh,,4
3618,2017-10-30,18:02:00,THEvirginialu,"@United has failed me in every possible way. COMPLETE FAIL on Premier call-in line, Premier check-in line, gate agent, flight experience.",-0.8192,0.0,0.0,0.0,1.0,failed every possible way complete fail premier callin line premier checkin line gate agent flight experience,,2
3634,2017-10-30,17:46:54,CrimsonDagger,@BrizzyVoices par for the course for @united. Their new slogan should be frustrating but not surprising.,-0.489,0.0,0.0,0.0,1.0,par course new slogan frustrating surprising,,2
3646,2017-10-30,17:37:59,guzmanjmonica,@BrizzyVoices @united Oh god. That really sucks /:,-0.5059,0.0,0.0,0.0,1.0,oh god really sucks,,1
3649,2017-10-30,17:37:26,StoicViking2,@united Why doesn’t VIEW PAST RESV ever work? Always get UNABLE TO PROCESS msg. Need receipt for Exp Rpt. Very annoying. Fix this,-0.4576,0.0,0.0,0.0,1.0,does not view past resv ever work always get unable process msg need receipt exp rpt annoying fix,,2
3650,2017-10-30,17:37:00,Izzy125Izzy,@BrizzyVoices @united Ugh  that sounds lousy,-0.743,0.0,0.0,0.0,1.0,ugh sounds lousy,,0
3654,2017-10-30,17:34:48,tiannahmakia,@BrizzyVoices @united ugh that sucks I'm sorry,-0.6808,0.0,0.0,0.0,1.0,ugh sucks i am sorry,,1
3657,2017-10-30,17:33:06,Darcie_265,@BrizzyVoices @united Wowwww that’s right bad,-0.5423,0.0,0.0,0.0,1.0,wowwww thats right bad,,4
3664,2017-10-30,17:28:00,noravenatti,"@united 561 out of LGA this morning. Your land personal is what saves you, but the overall handling was and is terrible",-0.631,0.0,0.0,0.0,1.0,lga morning land personal saves overall handling terrible,,2
3669,2017-10-30,17:24:53,Zoe_J__,"@united It's a friend's res... A supervisor here at your hub explained, rather dismissively, that 'no fees are waived' - to get on a half empty ",-0.4588,0.0,0.0,0.0,1.0,friends res supervisor hub explained rather dismissively fees waived get half empty,,2
3672,2017-10-30,17:22:45,vernglenn,Dang @United...Now it's rolling delays! AND we were boarding at the time!!!!! We're all in line in the tunnel by the plane. Ugh,-0.6083,0.0,0.0,0.0,1.0,dang rolling delays boarding time line tunnel plane ugh,,1
