,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
11140,2017-11-02,21:18:17,pritchnakoff,@Delta thank you for the excellent service experiences #friendlyskies,0.7351,0.0,1.0,0.0,0.0,thank excellent service experiences #friendlyskies,['#friendlyskies'],2
11141,2017-11-02,21:18:00,MssAnisha,@sxsdale @Delta Thank you!! I can't believe I've never thought about applying before! I love to tavel &amp; I love people! We'll see what happens next ,0.9196,0.0,1.0,0.0,0.0,thank can not believe i have never thought applying love tavel and love people well see happens next,,3
11143,2017-11-02,21:17:21,mich_traveler,@Delta That would be great but I was already quoted and booked my flight on United. You have to make the decision quickly when family is concerned,0.7391,0.0,1.0,0.0,0.0,would great already quoted booked flight united make decision quickly family concerned,,1
11149,2017-11-02,21:13:48,TheRachelWatson,@StephanieFoerst @Delta Congrats! Did they pay you and give you credit?  #YourCopyright,0.7088,0.0,1.0,0.0,0.0,congrats pay give credit #yourcopyright,['#yourcopyright'],1
11159,2017-11-02,21:07:02,NomadicKids,"@Delta I've spent hours trying to receive miles credit for a flight to China in AUGUST. Multiple phone calls,copies of boarding passes. HELP",0.7213,0.0,1.0,0.0,0.0,i have spent hours trying receive miles credit flight china august muiple phone callscopies boarding passes help,,0
11176,2017-11-02,20:56:46,ErikHoldo,@Delta What return flight? What about the second leg of this flight? MSP-LAX. Same thing There. Showing seat request but pic I sent you clearly shows already upgraded to comfort,0.7998,0.0,1.0,0.0,0.0,return flight second leg flight msplax thing showing seat request pic sent clearly shows already upgraded comfort,,1
11191,2017-11-02,20:48:16,jdbt,@Delta Please let her manager know how much we appreciate her great attitude and friendly smile.,0.93,0.0,1.0,0.0,0.0,please let manager know much appreciate great attitude friendly smile,,2
11204,2017-11-02,20:38:49,garrettboyte,@Delta thanks for the free checked carry on @ChattAirport,0.7351,0.0,1.0,0.0,0.0,thanks free checked carry,,4
11205,2017-11-02,20:38:09,jdbt,"Hey @Delta, shout out to your amazing gate agent Isabel at LAX (gate 32 DL 129) who was just super helpful &amp; helped make our day better.",0.9246,0.0,1.0,0.0,0.0,hey shout amazing gate agent isabel lax gate dl super helpful and helped make day better,,2
11213,2017-11-02,20:35:22,alexhumobile,@Delta Wow. 10/10 flights this month had to check bags. Bag didn't make connection 2/10. Flight Att. Says it rarely happens 2 others. Liar.,0.7581,0.0,1.0,0.0,0.0,wow flights month check bags bag did not make connection flight att says rarely happens others liar,,1
11214,2017-11-02,20:35:18,StephanieFoerst,@Delta Nope - it’s really cool! Thanks!,0.7473,0.0,1.0,0.0,0.0,nope really cool thanks,,1
11217,2017-11-02,20:33:08,andreatarrell,@StephanieFoerst @Delta That's awesome!  Delta is so wonderful and classy...  #keepclimbing,0.8788,0.0,1.0,0.0,0.0,thats awesome dea wonderful classy #keepclimbing,['#keepclimbing'],2
11231,2017-11-02,20:25:19,andreatarrell,@StephanieFoerst @Delta I feel like you deserve min 10K bonus skymiles for that ,0.7184,0.0,1.0,0.0,0.0,feel like deserve min bonus skymiles,,4
11232,2017-11-02,20:24:32,barnerjones,Great Way to end @BCRFcure Month with @Delta!!! Of to @AmericanCancer #RealMenWearPink Event!,0.7405,0.0,1.0,0.0,0.0,great way end month almenwearpink event,,2
11233,2017-11-02,20:24:17,markolsz,@Delta Great! ty. Should hopefully be back on schedule now.,0.8655,0.0,1.0,0.0,0.0,great ty hopefully back schedule,,2
11235,2017-11-02,20:23:34,RedsofSV,@President1Trump @ExDemLatina @FoxNews @Delta Don't fly delta... but buy snoops new EP.. awesome cover,0.7684,0.0,1.0,0.0,0.0,do not fly dea buy snoops new ep awesome cover,,1
11238,2017-11-02,20:22:48,JaneCarrington2,Thanks #DL1345 and #DL1963 @Delta flight crews for good flights.,0.7003,0.0,1.0,0.0,0.0,thanksl1345l1963 flight crews good flights,,1
11240,2017-11-02,20:22:24,GlobalTomV,Proud of @YMCACharlotte grassroots impact on immigrants &amp; refugees. Thanks @WelcomingUSA @Delta @tibbits @MichaelDeVaul @ymca,0.7184,0.0,1.0,0.0,0.0,proud grassroots impact immigrants and refugees thanks,,1
11241,2017-11-02,20:22:09,ReserveBen,Had an absolutely lovely round trip with @Delta airlines. So nice to feel like a paying customer rather than an annoyance! Thank you!!,0.8948,0.0,1.0,0.0,0.0,absolutely lovely round trip airlines nice feel like paying customer rather annoyance thank,,2
11245,2017-11-02,20:21:18,mich_traveler,"@Delta  (4) I am not angry, I am disappointed. I feel someone changing a flight and as a diamond I would get a better rate.  Shame delta.",0.7548,0.0,1.0,0.0,0.0,angry disappointed feel someone changing flight diamond would get better rate shame dea,,1
11258,2017-11-02,20:14:09,IAN_ROBB,@Delta It was super easy walked up gave our Id's and they gave us the new tickets and point us in the right direction! Couldn't be any better!!,0.7407,0.0,1.0,0.0,0.0,super easy walked gave ids gave us new tickets point us right direction could not better,,2
11272,2017-11-02,20:04:38,ljuarez65,@LateNightSeth that @Delta joke was too funny! Which your jokes always are. And ofc #CloserLook always shines bright in our DARK world!  ,0.8619,0.0,1.0,0.0,0.0,joke funny jokes always ofc #closerlook always shines bright dark world,['#closerlook'],1
11278,2017-11-02,19:59:20,IAN_ROBB,Thanks @Delta for auto booking us a connecting flight since we missed it cause of a delay made that super easy!!,0.7772,0.0,1.0,0.0,0.0,thanks auto booking us connecting flight since missed because delay made super easy,,2
11285,2017-11-02,19:54:50,Celticcs,@jaytatum0 @CMcAvoy44 @Delta Jayson can we get a follow back? Your biggest fans here !!’ Great start the season for you so far !!,0.7405,0.0,1.0,0.0,0.0,jayson get follow back biggest fans great start season far,,1
11286,2017-11-02,19:54:41,keithincali,@kathleenmadigan @Delta I got some free peanuts once. That was pretty nice.,0.8519,0.0,1.0,0.0,0.0,got free peanuts pretty nice,,4
11292,2017-11-02,19:51:52,kathleenmadigan,Well how nice is this. I love u back @delta and Chris. N so do my parents who use my miles. :)) #Delta,0.8442,0.0,1.0,0.0,0.0,well nice love back chris parents use milesea,,3
11295,2017-11-02,19:51:14,coachkarinab,"@Delta Thanks for the reply, always appreciate the fast response on Twitter. They removed it, so looks like we should be on our way soon. ",0.8115,0.0,1.0,0.0,0.0,thanks reply always appreciate fast response twitter removed looks like way soon,,0
11315,2017-11-02,19:40:05,patrishholliday,@Delta @AmericanExpress but who won the #deltaamexblue contest???,0.7643,0.0,1.0,0.0,0.0,eaamexblue contest,,2
11317,2017-11-02,19:38:41,athapar15,@Delta shout out to Gaye at Gate F9 for MSP to OMA flight. Gr8 service &amp; excellent attitude!,0.8268,0.0,1.0,0.0,0.0,shout gaye gate f9 msp oma flight gr8 service and excellent attitude,,2
11324,2017-11-02,19:32:22,AldenIsMe,@Expedia @Delta .@delta and @expedia happy to sell each other out but nobody will help us actually get our seats back. Have to sit middle seat or apart. /2,0.7096,0.0,1.0,0.0,0.0,dea happy sell nobody help us actually get seats back sit middle seat apart,,0
11329,2017-11-02,19:30:02,JeffTourial,Appreciate recent improvements to @delta flight experience including free in-flight messaging as well as auto check-in.,0.8555,0.0,1.0,0.0,0.0,appreciate recent improvements flight experience including free inflight messaging well auto checkin,,4
11350,2017-11-02,19:13:44,vijayguneta,@Delta DL2465 BDL-ATL; flight leader Ana’s public address was awesome! Her safety demo script and in general were filled with her 1 liners 1/2,0.8016,0.0,1.0,0.0,0.0,dl2465 bdlatl flight leader anas public address awesome safety demo script general filled liners,,2
11360,2017-11-02,19:09:03,Keglunneq,@Delta OH! And I landed a half hour early.  Extremely nice and funny staff,0.7614,0.0,1.0,0.0,0.0,oh landed half hour early extremely nice funny staff,,2
11365,2017-11-02,19:05:13,Keglunneq,Thanks to Craig and Co. @Delta gave me a fantastic flight:) i sat next to and held a Labordoodle,0.7579,0.0,1.0,0.0,0.0,thanks craig co gave fantastic flight sat next held labordoodle,,2
11367,2017-11-02,19:00:38,FriendshipPlace,.@Delta we'd like to thank you for your generosity &amp; invite your staff to our walk this Saturday #NationalMall,0.836,0.0,1.0,0.0,0.0,dea wed like thank generosity and invite staff walk saturday #nationalmall,['#nationalmall'],2
11370,2017-11-02,19:00:00,CherryWine86,@jaytatum0 @Delta You and Charlies are legit studs with tons of talent. Glad both of you are here.,0.7003,0.0,1.0,0.0,0.0,charlies legit studs tons talent glad,,2
11371,2017-11-02,18:59:20,EddieBe,@Inc @ChrisMatyszczyk Not surprised one bit. I hate American airliners. It's SO clear all they care about is profits. I'm happy this is reflecting that. @Delta,0.8916,0.0,1.0,0.0,0.0,surprised one bit hate american airliners clear care profits i am happy reflecting,,1
11384,2017-11-02,18:49:46,tweetsupa,"Picked up by the @Delta Porsche when connecting in #SEA. Totally unnecessary, but as an #avgeek, its TOTALLY AWESOME.",0.8831,0.0,1.0,0.0,0.0,picked porsche connecting #sea totally unnecessary #avgeek totally awesome,"['#sea', '#avgeek']",2
11394,2017-11-02,18:43:16,synchrotheatre,"Thanks for the Synchro Shout-Out, Janece Shaffer of the @alliancetheatre in @Delta Sky Mag! Great #ATLTheatre!",0.8217,0.0,1.0,0.0,0.0,thanks synchro shoutout janece shaffer sky mag great #atheatre,['#atheatre'],2
11411,2017-11-02,18:25:36,Keith_Humphrey,Thanks to @Delta for making special arrangements for us. That kinda explains why I've flown over 1.3 million miles w/you. :) @DeltaAssist,0.8225,0.0,1.0,0.0,0.0,thanks making special arrangements us kinda explains i have flown million miles wyou,,2
11412,2017-11-02,18:25:28,ilyabm,"@Delta re: HU65M3 For some reason, I cannot order low calorie meals via Delta web site for my SEA-AMS and AMS-SEA flight legs. Please help",0.7017,0.0,1.0,0.0,0.0,hu65m3 reason cannot order low calorie meals dea web site seaams amssea flight legs please help,,0
11429,2017-11-02,18:06:52,KamillaDiamondz,@Delta loved the service today at Charleston int airport! Jean- Louis Colombi was an amazing help! Keep up the gr8 work! ,0.943,0.0,1.0,0.0,0.0,loved service today charleston int airport jean louis colombi amazing help keep gr8 work,,2
11434,2017-11-02,18:04:23,JAofUtah,"@GrangerHS students had a truly unique experience today while participating in the #jajobshadow hosted by Delta Air Lines.  Thanks, @Delta!",0.7263,0.0,1.0,0.0,0.0,students truly unique experience today participating #jajobshadow hosted dea air lines thanks,['#jajobshadow'],1
11466,2017-11-02,17:43:50,Oodi_Baba,@Delta Some honest answers would be appreciated,0.765,0.0,1.0,0.0,0.0,honest answers would appreciated,,1
11482,2017-11-02,17:27:18,snahgs,"@jaytatum0 @Delta I've been watching your games since chami, it's great to see you progress as a player",0.7845,0.0,1.0,0.0,0.0,i have watching games since chami great see progress player,,4
11487,2017-11-02,17:23:44,snoman45,"@Delta That’s so comforting, get it, you took my Delta Comfort seat?  The app said the incoming flight was too late choose a new flight from list",0.7177,0.0,1.0,0.0,0.0,thats comforting get took dea comfort seat app said incoming flight late choose new flight list,,1
11507,2017-11-02,17:11:14,TheUpsideDownie,@Delta Enjoy free messaging on all Delta flights. Which is great news until mom gets involved.,0.891,0.0,1.0,0.0,0.0,enjoy free messaging dea flights great news mom gets involved,,4
11508,2017-11-02,17:10:37,TheUpsideDownie,@Delta Take off and catch up on your favorite shows. You can now watch full seasons on your next flight for free on Delta Studio.,0.743,0.0,1.0,0.0,0.0,take catch favorite shows watch full seasons next flight free dea studio,,4
11515,2017-11-02,17:08:08,sir_bobby,@Delta It’s okay!!! Not a real problem... just funny luck ,0.826,0.0,1.0,0.0,0.0,okay real problem funny luck,,1
11523,2017-11-02,17:04:02,markoj_witak,I proudly carry my @Delta blanket on United and American flights when I have to fly through them just so they know they were my only option,0.7506,0.0,1.0,0.0,0.0,proudly carry blanket united american flights fly know option,,1
11524,2017-11-02,17:02:47,ZachHonig,"I loved my 2 hours on @Delta's A350, but @thepointsguy got 13 in a Delta One Suite! Seemed to really enjoy it, too.",0.8167,0.0,1.0,0.0,0.0,loved hours a350 got dea one suite seemed really enjoy,,2
11529,2017-11-02,17:00:36,schreib9,@AskAmex My @Delta Gold Skymiles bonus still hasn't posted months after meeting the requirements.  Can you help?,0.7351,0.0,1.0,0.0,0.0,gold skymiles bonus still has not posted months meeting requirements help,,0
11532,2017-11-02,16:57:05,IAMMGARCIA,@Delta Awesome. Thanks for the quick reply!,0.807,0.0,1.0,0.0,0.0,awesome thanks quick reply,,0
11536,2017-11-02,16:52:59,jamesbemmett,So @Delta should I just like live in LA now? Are we never going to board? Haha. ,0.7059,0.0,1.0,0.0,0.0,like live la never going board haha,,1
11537,2017-11-02,16:52:29,MCO,"@NoahDowner @Delta @iflymia You caught our good side, Noah. Great views! Hope you had a great flight this morning.",0.9359,0.0,1.0,0.0,0.0,caught good side noah great views hope great flight morning,,4
11539,2017-11-02,16:52:11,The_Sky_Angel,This is simply AMAZING!! Love love love the people of Chulavista &amp; @Delta @Aeromexico &amp; @Habitat_org for giving me new family!! ️,0.9709,0.0,1.0,0.0,0.0,simply amazing love love love people chulavista and and giving new family,,3
11563,2017-11-02,16:40:55,TravelZork,@LuxuryTravelMom @Delta @AmericanExpress For Delta the best method is AMEX unless you are Delta Diamond (and get SkyClub with your Diamond membership). #LuxTravelChat,0.8402,0.0,1.0,0.0,0.0,dea best method amex unless dea diamond get skyclub diamond membership #luxtravelchat,['#luxtravelchat'],1
11565,2017-11-02,16:40:15,cskolding,"@Delta today i’m on DL498 and DL4843. last week, it was a trip to montreal, before that, santiago. all pleasant flights as you keep getting better.",0.7351,0.0,1.0,0.0,0.0,today i am dl498 dl4843 last week trip montreal santiago pleasant flights keep getting better,,1
11573,2017-11-02,16:38:50,cskolding,"a hat tip to @delta, in the last year, the passenger experience has really improved. thank you for paying attention to the details. bravo!",0.7553,0.0,1.0,0.0,0.0,hat tip last year passenger experience really improved thank paying attention details bravo,,1
11584,2017-11-02,16:29:22,JCanino7,Thank you @Delta for the double upgrade to First Class on our flight from CHS to DTW for my wife and me.  Much appreciated.,0.7003,0.0,1.0,0.0,0.0,thank double upgrade first class flight chs dtw wife much appreciated,,1
11595,2017-11-02,16:22:53,Engelthang,@Delta Your best bet is to fix the process because it isn’t working. Plan on calling several times next week to make sure return RUCs are set,0.7579,0.0,1.0,0.0,0.0,best bet fix process is not working plan calling several times next week make sure return rucs set,,1
11608,2017-11-02,16:14:40,jdm,Thank you @Delta @DeltaAssist for the help this morning.  Much appreciated.,0.8176,0.0,1.0,0.0,0.0,thank help morning much appreciated,,0
11616,2017-11-02,16:11:59,pamelarcone,@Delta Janelle @ Minneapolis airport was awesome today! Grateful for her assistance!  #Flight2421,0.8264,0.0,1.0,0.0,0.0,janelle minneapolis airport awesome today grateful assistance #flight2421,['#flight2421'],2
11626,2017-11-02,16:08:14,IdeasDoneDaily,"Celebrating our wedding from 40,000 feet with complimentary mimosas. Thanks @Delta! 🥂",0.8687,0.0,1.0,0.0,0.0,celebrating wedding feet complimentary mimosas thanks,,1
11647,2017-11-02,15:56:17,maitaldar,"@Delta OK, thanks. I learned from the Sky Club desk that it was sent to the DTW Baggage Office, so I hope they make the link to my account!",0.871,0.0,1.0,0.0,0.0,ok thanks learned sky club desk sent dtw baggage office hope make link account,,4
11653,2017-11-02,15:53:45,GolfMom4Davis,@delta first time flying in year and the “oatmeal” was a solid blob and the button for the seat sticks. Not a good start! Hoping Atl-DCA A+,0.7644,0.0,1.0,0.0,0.0,first time flying year oat the momenteal solid blob button seat sticks good start hoping atldca,,1
11657,2017-11-02,15:52:33,CityImpactLab,Getting creative with partnerships like @LALakersLive helps @Delta amplify their impact in communities.,0.7906,0.0,1.0,0.0,0.0,getting creative partnerships like helps andlify impact communities,,1
11660,2017-11-02,15:50:49,Huss_Berry,Thx to @MossWeather for the opportunity to showcase the @delta people. Great to meet you as well...look forward to the program. #deltaproud,0.8555,0.0,1.0,0.0,0.0,thx opportunity showcase people great meet welllook forward programeaproud,,1
11670,2017-11-02,15:44:44,UteBeliever,@DJJazzyJody @Delta Yeah.  We were hoping to get out of town for spring break on the 30th or 31st.  Looks like that won't happen.  Not for that price difference,0.7579,0.0,1.0,0.0,0.0,yeah hoping get town spring break looks like will not happen price difference,,1
11677,2017-11-02,15:42:01,DJJazzyJody,@UteBeliever @Delta Oh wow. Good to know.,0.7717,0.0,1.0,0.0,0.0,oh wow good know,,1
11679,2017-11-02,15:41:36,Unexpected_me,@Delta I love you! Always a great experience can’t wait to head to back 2 Vegas next Sun with my love - his first time! #skymiles #Loyal,0.9335,0.0,1.0,0.0,0.0,love always great experience can not wait head back vegas next sun love first time #skymiles #loyal,"['#skymiles', '#loyal']",3
11684,2017-11-02,15:36:23,TicTockMrsGlock,@Delta Edgar the #ElfOnAShelf has arrived @FlyMLB! Thank you for two safe flights!,0.717,0.0,1.0,0.0,0.0,edgar #elfonashelf arrived thank two safe flights,['#elfonashelf'],2
11687,2017-11-02,15:34:49,ericardvorak,@Delta Thank you! That’s fabulous news ,0.7345,0.0,1.0,0.0,0.0,thank thats fabulous news,,1
11691,2017-11-02,15:31:32,AaRenfro,"@Delta Yes that would be great, we have an open case that we'd like to get settled.  Can I DM the case number,etc.?",0.8519,0.0,1.0,0.0,0.0,yes would great open case wed like get settled direct message case numberetc,,0
11707,2017-11-02,15:21:16,LaurenMaiman,"@MattSmithWXYZ @Delta Hahaha! Gotta recognize the good work, too!",0.7955,0.0,1.0,0.0,0.0,hahaha gotta recognize good work,,2
11710,2017-11-02,15:16:42,JeanneLoza,"@cat_1012000 @President1Trump @FoxNews @Delta Hahaha, good job!!",0.7955,0.0,1.0,0.0,0.0,hahaha good job,,2
11713,2017-11-02,15:10:59,WheelSpin_FuelS,"@Delta  sooo much better than @AmericanAir   when it comes to the ""comfort+"" econ.  Free drinks is a nice touch! I'm now loyal to Delta",0.908,1.0,1.0,0.0,0.0,sooo much better comes comfort econ free drinks nice touch i am loyal dea,,4
11715,2017-11-02,15:09:57,ffmichelle,"Next to last row. Gate checked the bag. I don’t care how fast this glorified aluminum can flies, @Delta can’t make miracles. Airplane mode.",0.795,0.0,1.0,0.0,0.0,next last row gate checked bag do not care fast glorified aluminum flies can not make miracles airplane mode,,2
11717,2017-11-02,15:05:54,MossWeather,So much respect for the de-icing operations team @Delta at DTW; safety is their top priority. Great meeting this hard working crew!,0.8994,0.0,1.0,0.0,0.0,much respect deicing operations team dtw safety top priority great meeting hard working crew,,2
11727,2017-11-02,14:57:51,MossWeather,I met some great people @Delta at DTW working hard to get you safely where you need to be! Don’t miss Winter-Wise Sunday Nov. 12 at 6:30,0.7644,0.0,1.0,0.0,0.0,met great people dtw working hard get safely need do not miss winterwise sunday november,,1
11733,2017-11-02,14:56:00,TheJasonGreene,Thank you @Delta for a great flight from NYC to Jacksonville. See you soon Amelia Island. #LoveAmelia,0.765,0.0,1.0,0.0,0.0,thank great flight nyc jacksonville see soon amelia island #loveamelia,['#loveamelia'],1
11747,2017-11-02,14:46:06,JAYTC37,"@Delta Honestly really nothing that can be done, just have to wait. However would have been helpful to know the hours of operation before we left.",0.7003,0.0,1.0,0.0,0.0,honestly really nothing done wait however would helpful know hours operation left,,1
11750,2017-11-02,14:45:26,aymanka,@willsuh76 @mmamas1973 @mirvatalasnag @Delta @jedicath @AnastasiaSMihai Great to finally meet in person :),0.7964,0.0,1.0,0.0,0.0,great finally meet person,,1
11754,2017-11-02,14:40:47,gercohen,@gregorygebhardt @Delta @ATLairport What. You don’t have the Delta Super status where they take you in a Porsche to your connecting gate ? LOL (an actual thing),0.8143,0.0,1.0,0.0,0.0,do not dea super status take porsche connecting gate lol actual thing,,2
11758,2017-11-02,14:38:17,ffmichelle,"And @Delta strikes gold! Have to gate check my bag, thus guaranteeing zero chance of making my connection. Super excited! Yah!",0.7701,0.0,1.0,0.0,0.0,strikes gold gate check bag thus guaranteeing zero chance making connection super excited yah,,2
11769,2017-11-02,14:28:57,PaulLaFranca,"More @delta Commercials ""Take Delta and you will have a happy ending""  what about "" Take Delta and you'll arrive relaxed""",0.7845,0.0,1.0,0.0,0.0,commercials take dea happy ending take dea you will arrive relaxed,,1
11771,2017-11-02,14:27:55,ffmichelle,"On standby for a 1355 ATL-MCO, and confirmed for a 1555, if I don’t make my original flight. Why yes, I’d love to be 3 hours late! @Delta",0.8588,0.0,1.0,0.0,0.0,standby atlmco confirmed do not make original flight yes i would love hours late,,3
11773,2017-11-02,14:27:02,bhkivett,@delta We️️️the Delta Ground Crew in OKC!!! Emily and her coworkers are the BEST!!!,0.7964,0.0,1.0,0.0,0.0,we️️️the dea ground crew okc emily coworkers best,,2
11778,2017-11-02,14:21:15,ffmichelle,"Awesome. Now more delayed, have to change from terminal D to Terminal A in less than 5-ish minutes. @Delta is the BEST (at delays)",0.8334,0.0,1.0,0.0,0.0,awesome delayed change terminal terminal less minutes best delays,,0
11801,2017-11-02,13:57:16,ffmichelle,"Excellent start to the day. AVL to ATL delayed by 45 minutes, giving me 10 minutes to make my ATL-MCO connection. Thanks @Delta",0.7964,0.0,1.0,0.0,0.0,excellent start day avl atl delayed minutes giving minutes make atlmco connection thanks,,1
11812,2017-11-02,13:45:34,SunGroupWP,Thank you @Delta for the free messaging! This is refreshing and keeps us productive. ️ #travel #media #lovemyjob,0.7263,0.0,1.0,0.0,0.0,thank free messaging refreshing keeps us productive #travel #media #lovemyjob,"['#travel', '#media', '#lovemyjob']",4
11816,2017-11-02,13:43:53,mmamas1973,@willsuh76 @mirvatalasnag @Delta @jedicath @AnastasiaSMihai Agree with you.. definitely highlight for me,0.765,0.0,1.0,0.0,0.0,agree definitely highlight,,1
11820,2017-11-02,13:41:59,willsuh76,@mmamas1973 @mirvatalasnag @Delta @jedicath @AnastasiaSMihai By far the best part of #TCTDenver was real life interactions with the Twitterati!  Safe travels all. ,0.8122,0.0,1.0,0.0,0.0,far best part #tctdenver real life interactions twitterati safe travels,['#tctdenver'],2
11827,2017-11-02,13:35:57,DF_Taimou,Missed our first flight to LAX but thank god a nice lady from @Delta changed our tickets for basically no fee at all &lt;3,0.7351,0.0,1.0,0.0,0.0,missed first flight lax thank god nice lady changed tickets basically fee 3,,2
11828,2017-11-02,13:34:25,JoleneHalas,@Delta Big thx to Nick at SAN gate 47 this morning.  He was so nice and helpful.  Made for a great morning.,0.9229,0.0,1.0,0.0,0.0,big thx nick san gate morning nice helpful made great morning,,2
11831,2017-11-02,13:32:27,CAKairport,"@theipodteacher @ATLairport @Delta Aw, thanks! Well we  having you here! Enjoy your travels, see you again soon.",0.8309,0.0,1.0,0.0,0.0,aw thanks well enjoy travels see soon,,2
11835,2017-11-02,13:29:54,mmamas1973,@mirvatalasnag @Delta @jedicath @willsuh76 @AnastasiaSMihai Thank you @mirvatalasnag and @jedicath safe travels and see you in a few weeks. Great to catch up,0.8591,0.0,1.0,0.0,0.0,thank safe travels see weeks great catch,,2
11836,2017-11-02,13:28:58,SteveMckay500,@DeltaAssist @Delta  thanks for the “Porsche” service at Detroit. 360 next? Cheers,0.7184,0.0,1.0,0.0,0.0,thanks porsche service detroit next cheers,,2
11841,2017-11-02,13:21:47,CloakStone69,@Delta please hang on to Captain Scott - he's an excellent pilot with a proficiency for puns! (#4923 CID to DWT),0.7424,0.0,1.0,0.0,0.0,please hang captain scott he is excellent pilot proficiency puns #4923 cid dwt,['#4923'],2
11845,2017-11-02,13:19:50,Dyeoxyde,"@byndogehk @Fee501st @LTDarius_Chen @AlaskaAir Good luck,  that suuuuucks. @Delta ftw",0.836,0.0,1.0,0.0,0.0,good luck suuuuucks ftw,,1
11853,2017-11-02,13:14:12,AnastasiaSMihai,"@mirvatalasnag @Delta @mmamas1973 @jedicath @willsuh76 Safe travels @mirvatalasnag &amp; so pleased you kept the ""boys"" on timetable  Congratulations to you &amp; the other #WIC #IC  #womeninleadership",0.8895,0.0,1.0,0.0,0.0,safe travels and pleased kept boys timetable congratulations and #wic #ic #womeninleadership,"['#wic', '#ic', '#womeninleadership']",2
11854,2017-11-02,13:13:25,A_S_Williamson,"Holding patterns are more tolerable with free WiFi to get on Twitter. Good job, @delta ",0.7553,0.0,1.0,0.0,0.0,holding patterns tolerable free wifi get twitter good job,,4
11873,2017-11-02,13:04:09,SasiahHochle,@Delta This states captions in English. Any help appreciated.,0.7184,0.0,1.0,0.0,0.0,states captions english help appreciated,,0
11881,2017-11-02,12:57:58,2ndLifeLu_,Shout out @Delta for the love and beautiful flight attendants ️,0.8442,0.0,1.0,0.0,0.0,shout love beautiful flight attendants,,3
11889,2017-11-02,12:53:41,TicTockMrsGlock,@Delta Edgar the #ElfOnAShelf was a little airsick. Your amazing stewards took good care of him! #DeltaProud!  @ATLairport,0.8812,0.0,1.0,0.0,0.0,edgar #elfonashelf little airsick amazing stewards took good careeaproud,['#elfonashelf'],2
11893,2017-11-02,12:48:43,JPRussell4513,1/2Had a wonderful experience at LGA with thr @Delta ticket agents.So nice. Very pleasant.Then...,0.7579,0.0,1.0,0.0,0.0,wonderful experience lga thr ticket agentsso nice pleasantthen,,2
11919,2017-11-02,12:20:39,RiskInsurance,Meet our 2017 Teddy Award Winners:  @ROCRegional @Massport @ValleyHospital @Delta,0.765,0.0,1.0,0.0,0.0,meet teddy award winners,,1
11926,2017-11-02,12:13:41,BelliMingo,@Delta Thanks! It would be great if this can be already in the app or at least be mobile friendly.,0.8883,0.0,1.0,0.0,0.0,thanks would great already app least mobile friendly,,2
11934,2017-11-02,12:05:12,thefutureBigly,@President1Trump @FoxNews @Delta Wow that's great news .. Delta probably don't offer InfoWars either .. I wonder why 🤔,0.836,0.0,1.0,0.0,0.0,wow thats great news dea probably do not offer infowars either wonder,,1
11935,2017-11-02,12:04:28,AnActingAngel,@jormataccone @Delta probably their way of marking you to get the extra special VIP cavity search.,0.7739,0.0,1.0,0.0,0.0,probably way marking get extra special vip cavity search,,1
11938,2017-11-02,12:01:04,Lazerchickenzzz,@ThePhenomenalEE @Delta Daaaaaamn. Pretty sure you’re flying better than me today. See you soon buddy,0.8126,0.0,1.0,0.0,0.0,daaaaaamn pretty sure you are flying better today see soon buddy,,1
11963,2017-11-02,11:40:07,BrianLulek,@jormataccone @Delta Booooo! No good. Just making sure! Was wondering if you were having a JFK/Kennedy mishap like @SarahHuckabee!,0.7488,0.0,1.0,0.0,0.0,booooo good making sure wondering jfkkennedy mishap like,,1
11964,2017-11-02,11:38:14,lydsalot,Wow I'm really NOT excited to fly back to NYC with @Delta after our flight here. Honestly dreading this for the second and last time ever.,0.7251,0.0,1.0,0.0,0.0,wow i am really excited fly back nyc flight honestly dreading second last time ever,,1
11974,2017-11-02,11:29:17,mislas9,@amartinez_27 @Delta #DeltaKingsClassContest love watching the boys play live! #thisteam #KingsvCaps,0.784,0.0,1.0,0.0,0.0,eakingsclasscontest love watching boys play live #thisteam #kingsvcaps,"['#thisteam', '#kingsvcaps']",3
11985,2017-11-02,11:23:52,katejmartin,THANK you Janelle @Delta for going the extra mile to help me change my #skymiles reservation!,0.7371,0.0,1.0,0.0,0.0,thank janelle going extra mile help change #skymiles reservation,['#skymiles'],0
12005,2017-11-02,11:05:47,portcolumbus,Personally thanked in the boondocks of coach yesterday by @delta. New app for FAs is great and the shout-out was a nice touch #PaxEx #AvGeek,0.8689,0.0,1.0,0.0,0.0,personally thanked boondocks coach yesterday new app fas great shoutout nice touch #paxex #avgeek,"['#paxex', '#avgeek']",2
12011,2017-11-02,11:00:01,pcboyle,Hey @Delta it would be great to show estimated medallion impact of booked flights.   Thx.,0.765,0.0,1.0,0.0,0.0,hey would great show estimated medallion impact booked flights thx,,1
12021,2017-11-02,10:42:07,CanadianDadBlog,I just wanted to mention that @Delta's online support group are the absolute very best!!! Especially when faced with my ridiculousness...,0.843,0.0,1.0,0.0,0.0,wanted mention online support group absolute best especially faced ridiculousness,,2
12036,2017-11-02,10:23:29,CanadianDadBlog,@Delta I made a huge mistake in my booking. What's the best number to call to get it resolved? Thanks.,0.8402,0.0,1.0,0.0,0.0,made huge mistake booking what is best number call get resolved thanks,,0
