,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
25226,2017-11-01,19:47:33,ash_chab,@SouthwestAir Just letting you know b/c I NEVER have bad experiences with y'all and she was truly awful. And we still need to fix the payment on our res,-0.5574,0.0,0.0,1.0,0.0,letting know bc never bad experiences you all truly awful still need fix payment res,,1
25235,2017-11-01,19:37:22,bs_russ,@SouthwestAir  In 10 years as a customer I have never been so dissatisfied with your customer service. I give up...,-0.5214,0.0,0.0,1.0,0.0,years customer never dissatisfied customer service give,,3
25248,2017-11-01,19:25:42,Moacha,@SouthwestAir I’m at LAX and they refuse to let me travel with my ESA. Isn’t this illegal? #help #CustomerService #CustomerExperience,-0.7543,0.0,0.0,1.0,0.0,i am lax refuse let travel esa is not illegal #help #customerservice #customerexperience,"['#help', '#customerservice', '#customerexperience']",4
25252,2017-11-01,19:22:04,JackS3V3N,My Flight on @SouthwestAir is delayed. Hey what's 15min. I'm in no rush,-0.4767,0.0,0.0,1.0,0.0,flight delayed hey what is i am rush,,2
25262,2017-11-01,19:09:50,mccann12075,"@SouthwestAir it's bad enough flight 4043 was delayed, then somebody put in too much fuel. #missingmyconnection",-0.6597,0.0,0.0,1.0,0.0,bad enough flight delayed somebody put much fuel #missingmyconnection,['#missingmyconnection'],1
25290,2017-11-01,18:32:57,ChrisCBS4,@coskier @SouthwestAir it might be a rough landing but you'll make it!  I'd suspect minor arrival delays are possible.,-0.4753,0.0,0.0,1.0,0.0,might rough landing you will make i would suspect minor arrival delays possible,,2
25295,2017-11-01,18:29:42,WendyMillerShow,Hey @SouthwestAir to enter for Cal Millions why do you need my password and phone number when you already have my RR#? Is this fake?,-0.5697,0.0,0.0,1.0,0.0,hey enter cal millions need password phone number already rr# fake,['#'],4
25303,2017-11-01,18:23:29,ptsan,@SouthwestAir my flight from lax was delayed 3 hours over the weekend! How do I find out what happened? I missed half the game I came to see,-0.5255,0.0,0.0,1.0,0.0,flight lax delayed hours weekend find happened missed half game came see,,2
25307,2017-11-01,18:17:15,carolbalangitan,"@SouthwestAir 3500 in points, for a flight I just changed for 1700 on a different ticket is ridiculous as hell.",-0.7964,0.0,0.0,1.0,0.0,points flight changed different ticket ridiculous hell,,1
25310,2017-11-01,18:14:10,PHXSkyHarbor,@TonyPoer @SouthwestAir Hi Tony - Fire was checking it out as a precaution.  There's no impact to airport operations.,-0.5574,0.0,0.0,1.0,0.0,hi tony fire checking precaution there is impact airport operations,,2
25311,2017-11-01,18:14:02,MarciJames,I love ️ @SouthwestAir but there was a VERY rude employee boarding flight 728 out of Denver this morning. (I’m A list preferred),-0.6045,0.0,0.0,1.0,0.0,love rude employee boarding flight denver morning i am list preferred,,4
25312,2017-11-01,18:13:40,Steff_Tones,@SouthwestAir I have tried. They won't do anything besides keep my same flight. I'll just reach higher till someone gives a shit. #worstflightever,-0.5423,0.0,0.0,1.0,0.0,tried will not anything besides keep flight i will reach higher till someone gives shit #worstflightever,['#worstflightever'],0
25319,2017-11-01,17:56:46,thetrees1975,@SouthwestAir I understand.  frustrated that I won't be able to use the earlybird I paid for as they will prob be boarding.,-0.5267,0.0,0.0,1.0,0.0,understand frustrated will not able use earlybird paid prob boarding,,4
25327,2017-11-01,17:41:49,Steff_Tones,@SouthwestAir Now there's mechanical problems. What else is next? This is complete bullshit. I'd like to speak with a supervisor/manager,-0.6124,0.0,0.0,1.0,0.0,there is mechanical problems else next complete bullshit i would like speak supervisormanager,,0
25341,2017-11-01,17:27:41,Tina5545Tina,@SouthwestAir flight ?.  A disabled person would get preboarding and front seat?  If problem walking too far?  Companions?  1/,-0.5661,0.0,0.0,1.0,0.0,flight disabled person would get preboarding front seat problem walking far companions,,4
25357,2017-11-01,17:07:03,kzurbs,This @SouthwestAir airplane wifi is very very slow. This makes me very sad. Guess I should take it as a sign that work can happen later.,-0.5256,0.0,0.0,1.0,0.0,airplane wifi slow makes sad guess take sign work happen later,,1
25358,2017-11-01,17:07:03,BillyWoodward33,@SouthwestAir Of course. We threw the Planters nuts in the garbage and kept these!!,-0.4374,0.0,0.0,1.0,0.0,course threw planters nuts garbage kept,,1
25368,2017-11-01,16:46:00,Steff_Tones,@SouthwestAir That makes no sense when your confirmation email and security pass are printed wrong and then have to wait 15 mins in line at the wrong gate,-0.7184,0.0,0.0,1.0,0.0,makes sense confirmation email security pass printed wrong wait minutes line wrong gate,,4
25373,2017-11-01,16:40:59,Steff_Tones,@SouthwestAir But I can't attend the meeting online because I'll be stuck on this delayed flight.,-0.4404,0.0,0.0,1.0,0.0,can not attend meeting online i will stuck delayed flight,,2
25379,2017-11-01,16:32:48,inflyte21,@AdrienneJanic @SouthwestAir @SEMASHOW Knock em dead AJ!,-0.68,0.0,0.0,1.0,0.0,knock em dead aj,,0
25382,2017-11-01,16:27:41,Steff_Tones,@SouthwestAir I did.They booked me on the next flight which will ruin my meeting schedule&amp;cost me$100in uber since I don't gave a ride lined up @ tis time,-0.5859,0.0,0.0,1.0,0.0,didthey booked next flight ruin meeting scheduleandcost me100in uber since do not gave ride lined tis time,,0
25418,2017-11-01,15:47:01,Steff_Tones,The WORST customer service ever with @SouthwestAir I missed my flight because my boarding tix printed wrong gate. ,-0.8788,0.0,0.0,1.0,0.0,worst customer service ever missed flight boarding tix printed wrong gate,,3
25421,2017-11-01,15:43:49,AsicFox,"@Ratchet_the_fox @SouthwestAir Normally I’d just say you’re flying southwest, but they all handle baggage like that. Southwest IS the worst at finding a mishandled bag tho",-0.5267,0.0,0.0,1.0,0.0,normally i would say you are flying southwest handle baggage like southwest worst finding mishandled bag tho,,1
25433,2017-11-01,15:37:17,MizzAtlPeach,@SouthwestAir I flew SW back in Sept from New to Atl Worst flight ever Horrible flight attendants who ignored my request for a flat soda. We had plane tro,-0.872,0.0,0.0,1.0,0.0,flew sw back september new atl worst flight ever horrible flight attendants ignored request flat soda plane tro,,1
25436,2017-11-01,15:32:00,oktilechick,"A big thanks to @SouthwestAir. We had 3 suitcases on our trip, you sent one to the wrong place and broke the other two.",-0.4588,0.0,0.0,1.0,0.0,big thanks suitcases trip sent one wrong place broke two,,4
25448,2017-11-01,15:17:47,risingriversong,OMFG @southwestair JUST FUCED UP!!!!!! We missed our flight because of there incompetence.....…,-0.5216,0.0,0.0,1.0,0.0,omfg fuced missed flight incompetence,,2
25450,2017-11-01,15:14:52,clw08,"@SouthwestAir Just did that, and now a new error popped up after entering my info just once.",-0.4019,0.0,0.0,1.0,0.0,new error popped entering info,,4
25456,2017-11-01,15:06:09,csm_shannon,"@joannamithen @SouthwestAir +1, they allowed my bag to get stolen b/4 my plane arr'vd to my final dest. and are saying they aren't responsible as no mishandling occured",-0.5063,0.0,0.0,1.0,0.0,allowed bag get stolen b4 plane arrvd final dest saying are not responsible mishandling occured,,2
25461,2017-11-01,14:59:19,MargaretPatzer,@SouthwestAir Marie Betty at the baggage desk in FLL needsnsome customer service skills. She is very short and rude,-0.5046,0.0,0.0,1.0,0.0,marie betty baggage desk fll needsnsome customer service skills short rude,,3
25462,2017-11-01,14:59:07,TheRealJG_Slim,OMG if I cud be a @SouthwestAir brand ambassador I WUD! I try to only fly with them &amp; this #rewardsforopinions intro is CRAZY! #pointsplease,-0.5743,0.0,0.0,1.0,0.0,omg cud brand ambassador wud try fly and wardsforopinions intro crazy #pointsplease,['#pointsplease'],4
25463,2017-11-01,14:57:56,csm_shannon,"@SouthwestAir you put my bags on the carousel in a city I hadn't made it to yet, my stuff was stolen, and you denying liability! #badservice",-0.7712,0.0,0.0,1.0,0.0,put bags carousel city had not made yet stuff stolen denying liability #badservice,['#badservice'],0
25466,2017-11-01,14:56:13,BobKarwin,"Next time I need to speed dial for front row tickets, I’m having you “A and B” bastards do it for me. #TravelBob @SouthwestAir",-0.6124,0.0,0.0,1.0,0.0,next time need speed dial front row tickets i am bastards #travelbob,['#travelbob'],0
25475,2017-11-01,14:40:01,courtneyfos,@SouthwestAir I think its more frustrating to pay for it and getting this when trying to open just a small email,-0.5936,0.0,0.0,1.0,0.0,think frustrating pay getting trying open small email,,4
25486,2017-11-01,14:33:27,katecourageous,"Hey @SouthwestAir when a mom w baby is crying, could you have a heart and let her go down your “A list” line?",-0.4767,0.0,0.0,1.0,0.0,hey mom baby crying could heart let go list line,,4
25501,2017-11-01,14:23:17,ktbear912,"It’s frustrating how “service” dogs take priority over allergic pple. I know there r pple w legit need, but many abuse @TSA @SouthwestAir",-0.8537,0.0,0.0,1.0,0.0,frustrating service dogs take priority allergic pple know pple legit need many abuse,,3
25502,2017-11-01,14:22:31,dmozealous,"@SouthwestAir hey, login on  appears to be broken right now. Any eta on a fix?",-0.4767,0.0,0.0,1.0,0.0,hey login appears broken right eta fix,,0
25514,2017-11-01,14:05:55,Diva_Ali,The line for checkin at @SouthwestAir New Orleans is insane.,-0.4019,0.0,0.0,1.0,0.0,line checkin new orleans insane,,4
25537,2017-11-01,13:31:12,220221whtever,As a weekly @SouthwestAir flyer the forced concert would drive me crazy @GeorgeDunham @junior_miller,-0.6597,0.0,0.0,1.0,0.0,weekly flyer forced concert would drive crazy,,4
25548,2017-11-01,13:10:04,bdh_photos,@hecpara @SouthwestAir @FLLFlyer @BURGERFI 1) Get Urban Style Fries2) Bring on airplane3) Anger all the other passengers.,-0.5719,0.0,0.0,1.0,0.0,get urban style fries2 bring airplane3 anger passengers,,4
25573,2017-11-01,12:01:19,OneBlessedFella,It’s crazy how much worse every airline is than @SouthwestAir - looking at you @AmericanAir,-0.6705,1.0,0.0,1.0,0.0,crazy much worse every airline looking,,0
25584,2017-11-01,11:32:24,kmckeaigg,Reminded why I try to never fly @AmericanAir #pilotdidntshow #”communicationproblem” Sorry I cheated @SouthwestAir,-0.5574,1.0,0.0,1.0,0.0,reminded try never fly #pilotdidntshow #communicationproblem sorry cheated,"['#pilotdidntshow', '#communicationproblem']",4
25605,2017-11-01,09:42:23,CalisthenicsDj,@SouthwestAir So..Should I DM you guys or are yall gonna DM me? I mean shilvery isn't dead so I have no problem making the first move. I'm just nervous ,-0.4767,0.0,0.0,1.0,0.0,soshould direct message guys you all gonna direct message mean shilvery is not dead problem making first move i am nervous,,4
25614,2017-11-01,07:43:01,karryontravel,Airport worker goes viral over wicked dance moves  @SouthwestAir,-0.5267,0.0,0.0,1.0,0.0,airport worker goes viral wicked dance moves,,0
25620,2017-11-01,06:57:42,chewyredding,@SouthwestAir Still broke!!  Any idea when the app will work???,-0.6025,0.0,0.0,1.0,0.0,still broke idea app work,,1
25621,2017-11-01,06:44:21,HeirApparentEnt,You'd think w/ all the $ @SouthwestAir scams ppl out of they could offer better service. But they just simply don't care. #boycottsouthwest,-0.5466,0.0,0.0,1.0,0.0,you would think scams ppl could offer better service simply do not care #boycottsouthwest,['#boycottsouthwest'],3
25622,2017-11-01,06:42:34,HeirApparentEnt,We're appearing on a national radio show in a few weeks to talk about @SouthwestAir lying &amp; stealing $! More to come. #boycottsouthwest,-0.8122,0.0,0.0,1.0,0.0,appearing national radio show weeks talk lying and stealing come #boycottsouthwest,['#boycottsouthwest'],0
25623,2017-11-01,06:40:40,HeirApparentEnt,400+ horror stories about @SouthwestAir poor treatment of travelers have been received. #boycottsouthwest site soon. Legal action 2 follow,-0.743,0.0,0.0,1.0,0.0,horror stories poor treat the momentent travelers received #boycottsouthwest site soon legal action follow,['#boycottsouthwest'],0
25625,2017-11-01,06:38:39,HeirApparentEnt,@SouthwestAir ripped off the wrong people this time. Small business owners make a difference. Sadly Southwest doesn't care #boycottsouthwest,-0.819,0.0,0.0,1.0,0.0,ripped wrong people time small business owners make difference sadly southwest does not care #boycottsouthwest,['#boycottsouthwest'],4
25626,2017-11-01,06:38:19,chewyredding,@SouthwestAir Who calls when you tout your app???  Real question.  I don't like calling people because I like seeing and making decisions on my own.,-0.644,0.0,0.0,1.0,0.0,calls tout app real question do not like calling people like seeing making decisions,,0
25632,2017-11-01,06:30:01,chewyredding,@SouthwestAir I'm tired of your errors.  I want to change a flight.,-0.6124,0.0,0.0,1.0,0.0,i am tired errors want change flight,,4
25633,2017-11-01,06:28:33,chewyredding,@SouthwestAir You don't care.  I need to change a flight via your app and can't.  Called and she was clueless.  You turned big airline on us,-0.6283,0.0,0.0,1.0,0.0,do not care need change flight app can not called clueless turned big airline us,,0
25638,2017-11-01,06:19:38,chewyredding,@southwestair how do I attach a screen grab of your shit show???  Your app is fucking me right now and I can't defend it,-0.6298,0.0,0.0,1.0,0.0,attach screen grab shit show app fucking right can not defend,,0
25645,2017-11-01,06:00:49,laxpoppy27,"@SouthwestAir Your commercial is misleading! You have to pay the difference in the fare,price and you ALWAYS jack up the fare price 2 weeks before!",-0.5696,0.0,0.0,1.0,0.0,commercial misleading pay difference fareprice always jack fare price weeks,,4
25648,2017-11-01,05:26:03,RRBTX,@512photoz @SouthwestAir @astros Tough loss. Game 7,-0.4215,0.0,0.0,1.0,0.0,tough loss game,,0
25651,2017-11-01,05:17:02,joulesm,"@SouthwestAir @zahiralibhai I am also having issues seeing my trips. I keep getting this ""awkward"" error:",-0.4019,0.0,0.0,1.0,0.0,also issues seeing trips keep getting awkward error,,4
25652,2017-11-01,05:16:19,mrskwash,Trying to book a flight online with @SouthwestAir and their website is down AGAIN. I can’t even check into my flight. What a pain.,-0.5106,0.0,0.0,1.0,0.0,trying book flight online website can not even check flight pain,,4
25658,2017-11-01,04:56:27,zahiralibhai,@SouthwestAir your website has been broken for the past two days. I’m trying to keep track of my trips but the MyTrips is awkwardly broken.,-0.8462,0.0,0.0,1.0,0.0,website broken past two days i am trying keep track trips mytrips awkwardly broken,,2
25667,2017-11-01,04:41:41,TheRealErickC,"@salasbro @SouthwestAir Shit happened,it was not good",-0.7189,0.0,0.0,1.0,0.0,shit happenedit good,,0
25675,2017-11-01,04:13:17,anicole1015,Do not fly @SouthwestAir they lost my bag not once but twice. They failed to deliver it as promised. Overall extremely unhappy with them.,-0.7899,0.0,0.0,1.0,0.0,fly lost bag twice failed deliver promised overall extremely unhappy,,2
25677,2017-11-01,04:03:54,anicole1015,@SouthwestAir has completely ruined my vacation and I would not recommend them to anyone from now on. Terrible experience all together.,-0.8226,0.0,0.0,1.0,0.0,completely ruined vacation would recommend anyone terrible experience together,,1
25678,2017-11-01,04:03:13,anicole1015,@SouthwestAir and without any surprise your airline lost my bag on the way back in! I have to drive 2 hours home it's 11 pm and I work @ 8am,-0.5277,0.0,0.0,1.0,0.0,without surprise airline lost bag way back drive hours home pm work,,2
25692,2017-11-01,03:21:11,Shane45452941,"@SouthwestAir We just got home saw it now. We figured the grey bag was to protect it, maybe a zipper broke. But we found the bag destroyed and covered up.",-0.4939,0.0,0.0,1.0,0.0,got home saw figured grey bag protect maybe zipper broke found bag destroyed covered,,4
25698,2017-11-01,03:09:01,Outlawwomenlvr,@AyanaXXXAngel @SouthwestAir Personally I prefer them slamming a nice empty bottle against the assholes head but I hate flying,-0.7876,0.0,0.0,1.0,0.0,personally prefer slamming nice empty bottle assholes head hate flying,,0
25704,2017-11-01,02:54:33,redsoxnation39,@SouthwestAir failure again on baggage. Service failed in handling situation as well. Disappointed and thinking about a change.,-0.8225,0.0,0.0,1.0,0.0,failure baggage service failed handling situation well disappointed thinking change,,3
25718,2017-11-01,02:44:14,ThomChesney,When @SouthwestAir got me home 2 hrs early (w/ no change fees) so I wouldn’t miss Sinatra &amp; Waldo trick or treating.#175stories ,-0.507,0.0,0.0,1.0,0.0,got home hours early change fees would not miss sinatra and waldo trick treating#175stories,['#175stories'],2
25725,2017-11-01,02:39:33,Shane45452941,"@SouthwestAir Frequent fliers on Southwest, just flew in for our wedding and found our checked bag in a trash bag, burned, tripped, and clothes ruined",-0.4767,0.0,0.0,1.0,0.0,frequent fliers southwest flew wedding found checked bag trash bag burned tripped clothes ruined,,4
25737,2017-11-01,02:20:29,JustDFolkArt,@SouthwestAir can't find anyone at SW to find my husband's missing luggage! very unhappy customer right now!,-0.7075,0.0,0.0,1.0,0.0,can not find anyone sw find husbands missing luggage unhappy customer right,,3
25740,2017-11-01,02:18:38,AyanaXXXAngel,Shout out to @SouthwestAir flight attendants and US Air Marshalls. Way to handle Mr. Mouthy w/o disturbing the other passengers! #flight1036,-0.5562,0.0,0.0,1.0,0.0,shout flight attendants us air marshalls way handle mr mouthy wo disturbing passengers #flight1036,['#flight1036'],4
25745,2017-11-01,02:13:00,TravelPulse,This @SouthwestAir employee is taking the internet by storm with sick dance moves   #travel #airlines #TravelTuesday,-0.5106,0.0,0.0,1.0,0.0,employee taking internet storm sick dance moves #travel #airlines #traveuesday,"['#travel', '#airlines', '#traveuesday']",0
25765,2017-11-01,01:31:26,Rach0517,I don’t know what is worse the last flight I had on @SouthwestAir or the email I got from customer service.,-0.4767,0.0,0.0,1.0,0.0,do not know worse last flight email got customer service,,3
25814,2017-11-01,00:09:23,Msn_ut,"@SouthwestAir breaks car seat and says it's not covered. Be careful parents, don't trust them with your kids' valuable items! Disappointing!",-0.59,0.0,0.0,1.0,0.0,breaks car seat says covered careful parents do not trust kids valuable items disappointing,,4
25821,2017-10-31,23:57:27,SweetSting_,@SouthwestAir I choose violence!,-0.6588,0.0,0.0,1.0,0.0,choose violence,,4
25823,2017-10-31,23:56:26,SweetSting_,This sassy ass flight attendant in a Dodgers jersey just said “Welcome to Houston where the Astros are going 2 lose “ Fire him @SouthwestAir,-0.8225,0.0,0.0,1.0,0.0,sassy ass flight attendant dodgers jersey said welcome houston astros going lose fire,,0
25857,2017-10-31,23:00:51,oklahomachaser,"@SouthwestAir I'd have to fly your airline again to do that, so no. Not after you screwed me over last time. Never flying Southwest again. #neverflywn",-0.7241,0.0,0.0,1.0,0.0,i would fly airline screwed last time never flying southwest #neverflywn,['#neverflywn'],0
25864,2017-10-31,22:49:30,oklahomachaser,@MikeOlbinski @SouthwestAir No I'm blaming them for being a shit airline. I'm reiterating why everyone I know should never fly them. Period. Fly Delta or AA.,-0.8402,0.0,0.0,1.0,0.0,i am blaming shit airline i am reiterating everyone know never fly period fly dea american airlines,,0
25866,2017-10-31,22:48:14,MikeOlbinski,@oklahomachaser @SouthwestAir Are you blaming them for not knowing that information?,-0.4939,0.0,0.0,1.0,0.0,blaming knowing information,,4
25882,2017-10-31,22:24:22,Rae_Z,I really hadthe WORST experience ever from start to finish with @SouthwestAir  will never fly internationally again with them,-0.7279,0.0,0.0,1.0,0.0,really hadthe worst experience ever start finish never fly internationally,,1
25884,2017-10-31,22:19:34,JNessView,@SouthwestAir consider this your 1st reported error,-0.4019,0.0,0.0,1.0,0.0,consider reported error,,4
25894,2017-10-31,22:08:34,christinecalace,@SouthwestAir Why would we be receiving errors when we try to check-in? Our flight takes off at 4 but we keep getting error messages...,-0.6428,0.0,0.0,1.0,0.0,would receiving errors try checkin flight takes keep getting error messages,,4
25903,2017-10-31,21:52:04,MitchWagner,@SouthwestAir Wifi on my flight was broken. I had to send ravens instead of email.,-0.4767,0.0,0.0,1.0,0.0,wifi flight broken send ravens instead email,,2
25914,2017-10-31,21:32:46,CarolinePainter,"@SouthwestAir Icing on the cake was flight was 1/2 full. If I had a negative comment coupon to give, I would. Make some of those for your “loyal” traveler",-0.5719,0.0,0.0,1.0,0.0,icing cake flight full negative comment coupon give would make loyal traveler,,3
25921,2017-10-31,21:28:01,johnMcLearen,"Dude, I literally paid for a flight I didn't use then.. didn't get the refund either. @SouthwestAir you guys hurt my heart today.",-0.5267,0.0,0.0,1.0,0.0,dude literally paid flight did not use did not get refund either guys hurt heart today,,2
25942,2017-10-31,20:58:29,TheJimmyChicago,OH MY GLOB THIS @SouthwestAir FLIGHT HAS FRITOS!!! Almost makes up for the delay,-0.4898,0.0,0.0,1.0,0.0,oh glob flight fritos almost makes delay,,2
25949,2017-10-31,20:52:55,robcurlin,@SouthwestAir Life is good when we can fly nonstop from TN and there is no wrong Wright screwing it up!!,-0.5972,0.0,0.0,1.0,0.0,life good fly nonstop tn wrong wright screwing,,4
25971,2017-10-31,20:13:33,AmandaJ_TX,@jmielcarz @SouthwestAir Ugh I don't get a free drink because they aren't serving during the flight.  Hopefully there won't be turbulence on next one.,-0.4218,0.0,0.0,1.0,0.0,ugh do not get free drink are not serving flight hopefully will not turbulence next one,,0
25980,2017-10-31,20:05:43,APerezRN67,@southwestair SWA has gotten in the habit of waiting until regular time to check in earlybirds. Don’t bother with additional fee it’s a scam,-0.7269,0.0,0.0,1.0,0.0,swa gotten habit waiting regular time check earlybirds do not bother additional fee scam,,0
25986,2017-10-31,20:00:22,TheJimmyChicago,Total Chaos @SouthwestAir no idea how we are boarding. Just had a dude arguing I thought we were gonna be on the News,-0.836,0.0,0.0,1.0,0.0,total chaos idea boarding dude arguing thought gonna news,,1
25997,2017-10-31,19:52:11,Uboatvet,@SouthwestAir No charge for swords and hooks?!!!,-0.4724,0.0,0.0,1.0,0.0,charge swords hooks,,4
26012,2017-10-31,19:30:29,Catsohor,"@SouthwestAir I appreciate that, but regret doesn't put the money in my bank account that I had to spend when my bag was lost. I have bills to pay.",-0.7506,0.0,0.0,1.0,0.0,appreciate regret does not put money bank account spend bag lost bills pay,,0
26034,2017-10-31,19:08:57,jimeharrisjr,"@MitchWagner @SouthwestAir Does your aircraft breathe fire to annihilate enemy armies? If so, can I go, too?",-0.7399,0.0,0.0,1.0,0.0,aircraft breathe fire annihilate enemy armies go,,2
26037,2017-10-31,19:07:23,thatdavelogan,"@SouthwestAir If you’re not going to update your misleading map that shows flights that do not currently exist, at least link to that one instead",-0.4019,0.0,0.0,1.0,0.0,you are going update misleading map shows flights currently exist least link one instead,,2
26039,2017-10-31,19:05:48,thatdavelogan,@SouthwestAir What does that even mean? Make my own map? My own airline? I’m saying you guys need to update your misleading map,-0.5007,0.0,0.0,1.0,0.0,even mean make map airline i am saying guys need update misleading map,,0
26040,2017-10-31,19:03:49,TheJimmyChicago,@SouthwestAir now has a mechanic out and is fixing the issue. So-40 minute delay (hopefully). It’s gonna be a mad dash to get on at OAK,-0.6705,0.0,0.0,1.0,0.0,mechanic fixing issue so40 minute delay hopefully gonna mad dash get oak,,2
26042,2017-10-31,19:03:17,J_Br0,"Hey @SouthwestAir I love you but today has been awful. I was on flight 4442 from DCA 2 OAK; delayed 2.5 hrs, no notice, no comp offrd. ???",-0.8717,0.0,0.0,1.0,0.0,hey love today awful flight dca oak delayed hours notice comp offrd,,2
26064,2017-10-31,18:34:45,bigt8888,@SouthwestAir is it company policy to harass your passengers?  I’ve had already had 3 employees harass me and we haven’t even taken off,-0.7506,0.0,0.0,1.0,0.0,company policy harass passengers i have already employees harass have not even taken,,4
26065,2017-10-31,18:33:52,thatdavelogan,@SouthwestAir either resume those flights (please!) or update your map. Very disappointing.,-0.5838,0.0,0.0,1.0,0.0,either resume flights please update map disappointing,,3
26066,2017-10-31,18:33:38,JamesDingell,@SouthwestAir Sadly won’t be flying on it .... spotted it and checked it out on the gate before heading back on the airfield to work.,-0.4215,0.0,0.0,1.0,0.0,sadly will not flying spotted checked gate heading back airfield work,,1
26098,2017-10-31,18:01:44,PotterBrony82,@scopeguardpony @SouthwestAir What a dick.,-0.5106,0.0,0.0,1.0,0.0,dick,,0
26104,2017-10-31,17:57:26,kierraaaaj,@iBreathe_Beauty @SouthwestAir Girl. That stupid response made me so mad. CLEARLY I know y’all don’t do it.,-0.5866,0.0,0.0,1.0,0.0,girl stupid response made mad clearly know you all do not,,4
26138,2017-10-31,17:17:18,kalake4,@SouthwestAir So disappointed in your customer service! Flew solo with 2 little ones and had an all around bad experience!,-0.8165,0.0,0.0,1.0,0.0,disappointed customer service flew solo little ones around bad experience,,3
26151,2017-10-31,17:06:28,2Serenity,@SouthwestAir I'm double checking to see whether you offer bereavement fares? I rushed &amp; booked my trip to see my dying Dad.He died that day,-0.5574,0.0,0.0,1.0,0.0,i am double checking see whether offer bereavement fares rushed and booked trip see dying dadhe died day,,4
26152,2017-10-31,17:03:03,sethiapavan,@SouthwestAir Terrible customer  them on phone and waiting period is over an hour.Will never do group booking with them again!,-0.5255,0.0,0.0,1.0,0.0,terrible customer phone waiting period hourwill never group booking,,3
26155,2017-10-31,17:01:20,sethiapavan,"Been trying to talk to @SouthwestAir for changes to a group reservation from last three days. Sent 'n' no. Of emails, absolutely no response",-0.5267,0.0,0.0,1.0,0.0,trying talk changes group reservation last three days sent emails absolutely response,,0
26162,2017-10-31,16:55:46,nikchapman,"@SouthwestAir @WMNashville I admire the attempt, but what a horrible idea. Most folks hate country music.",-0.8798,0.0,0.0,1.0,0.0,admire attempt horrible idea folks hate country music,,1
26170,2017-10-31,16:44:15,TheCheesyChin,Is anyone else having trouble with the @SouthwestAir app not connecting?,-0.4019,0.0,0.0,1.0,0.0,anyone else trouble app connecting,,2
26201,2017-10-31,16:09:43,mari6675,@BionicSocialite @Expedia @AmericanAir DO NOT GET ME STARTED @AmericanAir really is the worst. I will stick w @SouthwestAir,-0.6557,1.0,0.0,1.0,0.0,get started really worst stick,,1
26204,2017-10-31,16:07:10,jstickley,Current @SouthwestAir line at @KCIAirport.  I’ve never seen anything this bad here.  Insane.,-0.7798,0.0,0.0,1.0,0.0,current line i have never seen anything bad insane,,1
26207,2017-10-31,16:04:03,lizzieshore,@SouthwestAir Pls remove @FoxNews from your TV offerings. They don't cover news &amp; other countries have banned them for spreading propaganda.,-0.5719,0.0,0.0,1.0,0.0,please remove tv offerings do not cover news and countries banned spreading propaganda,,1
26231,2017-10-31,15:28:44,cindy_wilkerson,@SouthwestAir I need to report a fraudulent email. Where do I send it?,-0.4939,0.0,0.0,1.0,0.0,need report fraudulent email send,,4
26234,2017-10-31,15:22:01,mitcheze,"@SouthwestAir pathetic, after an hour the gate agents tell us the mechanics haven't even arrived yet? SJC gate 24 flight 1237 ",-0.5719,0.0,0.0,1.0,0.0,pathetic hour gate agents tell us mechanics have not even arrived yet sjc gate flight,,2
26244,2017-10-31,15:10:10,mitcheze,@SouthwestAir They're not much of a help. Will I be compensated for missing my connection in LA?,-0.5358,0.0,0.0,1.0,0.0,they are much help compensated missing connection la,,2
26254,2017-10-31,14:50:53,IamGotem,@SouthwestAir this plane was dirty. I couldn't put my bag down.,-0.4404,0.0,0.0,1.0,0.0,plane dirty could not put bag,,2
26257,2017-10-31,14:48:34,kerrydonahue75,@PFLawyer @SouthwestAir Ugh. What airport? Boston?,-0.4871,0.0,0.0,1.0,0.0,ugh airport boston,,0
26262,2017-10-31,14:41:45,tenor_aaron,@SouthwestAir why does your baggage claim @bwi always consistently suck?  30minutes waiting. Then they appear on wrong claim with no warning,-0.8625,0.0,0.0,1.0,0.0,baggage claim always consistently suck waiting appear wrong claim warning,,4
26266,2017-10-31,14:35:31,gunrwilson,Gross. This is worse than live music at breakfast. I will never fly @southwestair,-0.7351,0.0,0.0,1.0,0.0,gross worse live music breakfast never fly,,4
26267,2017-10-31,14:34:54,chalkflewup,Standing in @SouthwestAir cattle call line &amp; asked the dude in line his boarding position. He got mad &amp; snapped ONE! #hangry #offendanista ,-0.5411,0.0,0.0,1.0,0.0,standing cattle call line and asked dude line boarding position got mad and snapped one #hangry #offendanista,"['#hangry', '#offendanista']",4
26268,2017-10-31,14:32:55,Not_Aimee,"Hey @SouthwestAir maybe instead of adding more obnoxious noise to flights, try child-free flights!",-0.5551,0.0,0.0,1.0,0.0,hey maybe instead adding obnoxious noise flights try childfree flights,,0
26280,2017-10-31,14:15:48,chrislewis12,Ugh when this lady elbows me the entire @SouthwestAir flight and I barely even got to use the wi-if I purchased because of it. #frustrated,-0.4215,0.0,0.0,1.0,0.0,ugh lady elbows entire flight barely even got use wiif purchased #frustrated,['#frustrated'],4
26299,2017-10-31,13:47:32,CCW_Digital,Concerts on @SouthwestAir flights:  Customer-Centric or Annoying?,-0.4019,0.0,0.0,1.0,0.0,concerts flights customercentric annoying,,0
